site_id,field,value,lat,lon,note,edited
site-nogeo-85ba6134,city,McCarran,,,research-identified 2026-09-18: https://ndep-onbase.nv.gov/,2026-09-18T00:00:00Z
site-45982e1dde,lat,33.642142,33.741656,-81.842339,"research-identified 2026-09-18 (high), skeptic-upheld: area-weighted centroid of the OpenStreetMap construction polygon tagged ""Meta Aiken Data Center"" (way 1312295357, ~67 ha / ~166 acres, land…. Aiken County, South Carolina, will be home to our newest Meta owned and operated data center — our 22nd data center in the U.S. and 26th in the world. This 715… | https://datacenters.atmeta.com/2024/08/hello-south-carolina/",2026-09-18T00:00:00Z
site-45982e1dde,lon,-81.844035,33.741656,-81.842339,"research-identified 2026-09-18 (high), skeptic-upheld: area-weighted centroid of the OpenStreetMap construction polygon tagged ""Meta Aiken Data Center"" (way 1312295357, ~67 ha / ~166 acres, land…. Aiken County, South Carolina, will be home to our newest Meta owned and operated data center — our 22nd data center in the U.S. and 26th in the world. This 715… | https://datacenters.atmeta.com/2024/08/hello-south-carolina/",2026-09-18T00:00:00Z
site-45982e1dde,geo_precision,exact,33.741656,-81.842339,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-45982e1dde,city,Graniteville,33.741656,-81.842339,research-identified 2026-09-18: https://datacenters.atmeta.com/2024/08/hello-south-carolina/,2026-09-18T00:00:00Z
site-aac5283810,lat,40.268839,40.309349,-112.011983,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of Utah County tax parcel 66:657:0001 (Lot 1, Steeplechase Eagle Mountain Amd, 471.48 ac, owner Stadion LLC = Meta), in the middle…. Serial Number: 66:657:0001 ... Property Address: 1499 N COMMUNITY CIR - EAGLE MOUNTAIN ... Mailing Address: %TAX DEPARTMENT 1 HACKER WAY MENLO PARK, CA 94025-1… | https://www.utahcounty.gov/LandRecords/property.asp?av_serial=666570001001",2026-09-18T00:00:00Z
site-aac5283810,lon,-112.017738,40.309349,-112.011983,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of Utah County tax parcel 66:657:0001 (Lot 1, Steeplechase Eagle Mountain Amd, 471.48 ac, owner Stadion LLC = Meta), in the middle…. Serial Number: 66:657:0001 ... Property Address: 1499 N COMMUNITY CIR - EAGLE MOUNTAIN ... Mailing Address: %TAX DEPARTMENT 1 HACKER WAY MENLO PARK, CA 94025-1… | https://www.utahcounty.gov/LandRecords/property.asp?av_serial=666570001001",2026-09-18T00:00:00Z
site-aac5283810,geo_precision,exact,40.309349,-112.011983,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-aac5283810,address,"1499 N Community Cir, Eagle Mountain, UT 84005",40.309349,-112.011983,research-identified 2026-09-18: https://www.utahcounty.gov/LandRecords/property.asp?av_serial=666570001001,2026-09-18T00:00:00Z
site-aac5283810,city,Eagle Mountain,40.309349,-112.011983,research-identified 2026-09-18: https://www.utahcounty.gov/LandRecords/property.asp?av_serial=666570001001,2026-09-18T00:00:00Z
site-e322c461ed,lat,36.408400,36.388303,-86.44759,"research-identified 2026-09-18 (high), skeptic-upheld: Centre of the Meta-operated industrial parcel mapped in OpenStreetMap (way 1213758201, landuse=industrial, operator=Meta, telecom=data_cent…. WOOLHAWK LLC, ONE META LOOP, GALLATIN, TN 37066, Sumner County; Statute CAA, ICIS-Air source TN00004716500526, Universe '80% Synthetic Minor Emissions', NAICS … | https://echo.epa.gov/detailed-facility-report?fid=110071435102",2026-09-18T00:00:00Z
site-e322c461ed,lon,-86.371600,36.388303,-86.44759,"research-identified 2026-09-18 (high), skeptic-upheld: Centre of the Meta-operated industrial parcel mapped in OpenStreetMap (way 1213758201, landuse=industrial, operator=Meta, telecom=data_cent…. WOOLHAWK LLC, ONE META LOOP, GALLATIN, TN 37066, Sumner County; Statute CAA, ICIS-Air source TN00004716500526, Universe '80% Synthetic Minor Emissions', NAICS … | https://echo.epa.gov/detailed-facility-report?fid=110071435102",2026-09-18T00:00:00Z
site-e322c461ed,geo_precision,exact,36.388303,-86.44759,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-e322c461ed,city,Gallatin,36.388303,-86.44759,research-identified 2026-09-18: https://echo.epa.gov/detailed-facility-report?fid=110071435102,2026-09-18T00:00:00Z
site-30af2a5d2d,lat,34.846719,34.898144,-86.73357,"research-identified 2026-09-18 (high), skeptic-upheld: the data-hall building addressed ""5400 Prosperity Dr NW Unit 5"" in the middle of the row of eight Meta buildings (Units 1-6 built, MCA1/MCA…. PARCEL 07-05-21-0-000-016.000 / OWNER STARBELT LLC / MAILING ADDRESS 1601 WILLOW RD / PROPERTY ADDRESS 5400 PROSPERITY DR / LEGAL DESCRIPTION PART OF LOT 1 NOR… | https://madisonproperty.countygovservices.com/Property/Property/Summary?ppin=26566&taxyear=2027",2026-09-18T00:00:00Z
site-30af2a5d2d,lon,-86.626830,34.898144,-86.73357,"research-identified 2026-09-18 (high), skeptic-upheld: the data-hall building addressed ""5400 Prosperity Dr NW Unit 5"" in the middle of the row of eight Meta buildings (Units 1-6 built, MCA1/MCA…. PARCEL 07-05-21-0-000-016.000 / OWNER STARBELT LLC / MAILING ADDRESS 1601 WILLOW RD / PROPERTY ADDRESS 5400 PROSPERITY DR / LEGAL DESCRIPTION PART OF LOT 1 NOR… | https://madisonproperty.countygovservices.com/Property/Property/Summary?ppin=26566&taxyear=2027",2026-09-18T00:00:00Z
site-30af2a5d2d,geo_precision,exact,34.898144,-86.73357,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-30af2a5d2d,city,Huntsville,34.898144,-86.73357,research-identified 2026-09-18: https://madisonproperty.countygovservices.com/Property/Property/Summary?ppin=26566&taxyear=2027,2026-09-18T00:00:00Z
site-ed125281a3,lat,32.270057,32.377711,-86.309078,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the OSM landuse=construction polygon ""Meta Montgomery Data Center"" (way 1443960771); the point falls on Epoch AI's satellite-tr…. Meta's new 715,000-square-foot, AI-optimized data center will be built off Interstate 65 in Montgomery, across from the Hyundai automotive assembly plant. ... … | https://www.madeinalabama.com/2024/05/meta-plans-to-build-800-million-next-generation-data-center-in-montgomery/",2026-09-18T00:00:00Z
site-ed125281a3,lon,-86.328751,32.377711,-86.309078,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the OSM landuse=construction polygon ""Meta Montgomery Data Center"" (way 1443960771); the point falls on Epoch AI's satellite-tr…. Meta's new 715,000-square-foot, AI-optimized data center will be built off Interstate 65 in Montgomery, across from the Hyundai automotive assembly plant. ... … | https://www.madeinalabama.com/2024/05/meta-plans-to-build-800-million-next-generation-data-center-in-montgomery/",2026-09-18T00:00:00Z
site-ed125281a3,geo_precision,exact,32.377711,-86.309078,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-ed125281a3,city,Montgomery,32.377711,-86.309078,research-identified 2026-09-18: https://www.madeinalabama.com/2024/05/meta-plans-to-build-800-million-next-generation-data-center-in-montgomery/,2026-09-18T00:00:00Z
site-dcc79b6b34,lat,40.062439,40.081175,-82.808786,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of Licking County parcel 094-106914-00.000 (1500 Beech Rd SW, owner Sidecat LLC, 214.46 ac, $422M improvements), the original Meta…. delivering over 1 gigawatt of compute capacity to house our AI cluster Prometheus | https://datacenters.atmeta.com/wp-content/uploads/2026/09/Meta_s-New-Albany-Data-Center.pdf",2026-09-18T00:00:00Z
site-dcc79b6b34,lon,-82.749927,40.081175,-82.808786,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of Licking County parcel 094-106914-00.000 (1500 Beech Rd SW, owner Sidecat LLC, 214.46 ac, $422M improvements), the original Meta…. delivering over 1 gigawatt of compute capacity to house our AI cluster Prometheus | https://datacenters.atmeta.com/wp-content/uploads/2026/09/Meta_s-New-Albany-Data-Center.pdf",2026-09-18T00:00:00Z
site-dcc79b6b34,geo_precision,exact,40.081175,-82.808786,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-dcc79b6b34,city,New Albany,40.081175,-82.808786,research-identified 2026-09-18: https://datacenters.atmeta.com/wp-content/uploads/2026/09/Meta_s-New-Albany-Data-Center.pdf,2026-09-18T00:00:00Z
site-346a899cb9,lat,44.735000,44.739187,-93.12611,"research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""Meta Rosemount Data Center"" (operator=Meta, industrial=data_centre, way 1333289545), i.e.…. Registration Permit - Option D Issuance 03700406-101 ... Permittee: Jimnist LLC ... Facility name: Jimnist LLC 14701 Blaine Ave, Bldg 1 Rosemount, Minnesota 55… | https://drive.google.com/file/d/1i2D0eMp9uc1CfRhymu69Bms5wz9q0Rkc/view?usp=sharing",2026-09-18T00:00:00Z
site-346a899cb9,lon,-93.062607,44.739187,-93.12611,"research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""Meta Rosemount Data Center"" (operator=Meta, industrial=data_centre, way 1333289545), i.e.…. Registration Permit - Option D Issuance 03700406-101 ... Permittee: Jimnist LLC ... Facility name: Jimnist LLC 14701 Blaine Ave, Bldg 1 Rosemount, Minnesota 55… | https://drive.google.com/file/d/1i2D0eMp9uc1CfRhymu69Bms5wz9q0Rkc/view?usp=sharing",2026-09-18T00:00:00Z
site-346a899cb9,geo_precision,exact,44.739187,-93.12611,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-346a899cb9,city,Rosemount,44.739187,-93.12611,research-identified 2026-09-18: https://drive.google.com/file/d/1i2D0eMp9uc1CfRhymu69Bms5wz9q0Rkc/view?usp=sharing,2026-09-18T00:00:00Z
site-ca31378e47,lat,41.114180,41.08184,-96.131094,"research-identified 2026-09-18 (high), skeptic-upheld: Sarpy County's address point for 13180 Silicon Prairie Plz (""Facebook South - Building 1""), which falls on the OSM building way 1253282101 …. Sarpy County Tax Parcels (public record): PARCELID 011608218 | 13180 SILICON PRAIRIE PLZ SPRINGFIELD NE 68059 | RAVEN NORTHBROOK LLC | 1601 WILLOW RD, MENLO PA… | https://geodata.sarpy.gov/arcgis/rest/services/Cadastral/LandRecordsSearch/MapServer/5/query?where=OWNERNME1+LIKE+%27%25RAVEN+NORTHBROOK%25%27&outFields=PARCELID,SITEADDRESS,OWNERNME1,PSTLADDRESS,PSTLCITY,PSTLSTATE,ACREAGE,PRPRTYDSCRP,IMPVALUE&returnGeometry=false&f=json",2026-09-18T00:00:00Z
site-ca31378e47,lon,-96.142930,41.08184,-96.131094,"research-identified 2026-09-18 (high), skeptic-upheld: Sarpy County's address point for 13180 Silicon Prairie Plz (""Facebook South - Building 1""), which falls on the OSM building way 1253282101 …. Sarpy County Tax Parcels (public record): PARCELID 011608218 | 13180 SILICON PRAIRIE PLZ SPRINGFIELD NE 68059 | RAVEN NORTHBROOK LLC | 1601 WILLOW RD, MENLO PA… | https://geodata.sarpy.gov/arcgis/rest/services/Cadastral/LandRecordsSearch/MapServer/5/query?where=OWNERNME1+LIKE+%27%25RAVEN+NORTHBROOK%25%27&outFields=PARCELID,SITEADDRESS,OWNERNME1,PSTLADDRESS,PSTLCITY,PSTLSTATE,ACREAGE,PRPRTYDSCRP,IMPVALUE&returnGeometry=false&f=json",2026-09-18T00:00:00Z
site-ca31378e47,geo_precision,exact,41.08184,-96.131094,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-ca31378e47,city,Springfield,41.08184,-96.131094,"research-identified 2026-09-18: https://geodata.sarpy.gov/arcgis/rest/services/Cadastral/LandRecordsSearch/MapServer/5/query?where=OWNERNME1+LIKE+%27%25RAVEN+NORTHBROOK%25%27&outFields=PARCELID,SITEADDRESS,OWNERNME1,PSTLADDRESS,PSTLCITY,PSTLSTATE,ACREAGE,PRPRTYDSCRP,IMPVALUE&returnGeometry=false&f=json",2026-09-18T00:00:00Z
site-3df2f5dcf5,lat,41.496830,41.483323,-93.762444,"research-identified 2026-09-18 (high), skeptic-upheld: the middle of the five mapped data-centre buildings inside the OSM ""Project Osmium"" industrial polygon (5855 SW Kerry St), just south of Ve…. The Business Record reports that in December the company was issued a permit valued at $255 million for a data center at 5855 SW Kerry St. The permit is for a … | https://www.datacenterdynamics.com/en/news/microsoft-granted-permit-for-new-data-center-in-des-moines-iowa/",2026-09-18T00:00:00Z
site-3df2f5dcf5,lon,-93.787000,41.483323,-93.762444,"research-identified 2026-09-18 (high), skeptic-upheld: the middle of the five mapped data-centre buildings inside the OSM ""Project Osmium"" industrial polygon (5855 SW Kerry St), just south of Ve…. The Business Record reports that in December the company was issued a permit valued at $255 million for a data center at 5855 SW Kerry St. The permit is for a … | https://www.datacenterdynamics.com/en/news/microsoft-granted-permit-for-new-data-center-in-des-moines-iowa/",2026-09-18T00:00:00Z
site-3df2f5dcf5,geo_precision,exact,41.483323,-93.762444,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-3df2f5dcf5,address,"5855 SW Kerry Street, West Des Moines, IA 50061",41.483323,-93.762444,research-identified 2026-09-18: https://www.datacenterdynamics.com/en/news/microsoft-granted-permit-for-new-data-center-in-des-moines-iowa/,2026-09-18T00:00:00Z
site-3df2f5dcf5,city,West Des Moines,41.483323,-93.762444,research-identified 2026-09-18: https://www.datacenterdynamics.com/en/news/microsoft-granted-permit-for-new-data-center-in-des-moines-iowa/,2026-09-18T00:00:00Z
site-2b9f2f5717,lat,29.419085,29.4246,-98.495141,"research-identified 2026-09-18 (high), skeptic-upheld: the northernmost Microsoft data-center building of the Texas Research Park campus (OSM way 1533350872, 152,061 sq ft footprint, matching SA…. Project Name: SAT40 | Location Address: 15000 Lambda Drive, San Antonio, Bexar, 78245 | Owner: Microsoft | Square Footage: 153,227 ft2 | Estimated Cost: $175,9… | https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247",2026-09-18T00:00:00Z
site-2b9f2f5717,lon,-98.803118,29.4246,-98.495141,"research-identified 2026-09-18 (high), skeptic-upheld: the northernmost Microsoft data-center building of the Texas Research Park campus (OSM way 1533350872, 152,061 sq ft footprint, matching SA…. Project Name: SAT40 | Location Address: 15000 Lambda Drive, San Antonio, Bexar, 78245 | Owner: Microsoft | Square Footage: 153,227 ft2 | Estimated Cost: $175,9… | https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247",2026-09-18T00:00:00Z
site-2b9f2f5717,geo_precision,exact,29.4246,-98.495141,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-2b9f2f5717,address,"15000 Lambda Drive, San Antonio, TX 78245",29.4246,-98.495141,research-identified 2026-09-18: https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247,2026-09-18T00:00:00Z
site-2b9f2f5717,city,San Antonio,29.4246,-98.495141,research-identified 2026-09-18: https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247,2026-09-18T00:00:00Z
site-428eb8956f,lat,41.146783,41.236795,-80.819042,"research-identified 2026-09-18 (high), skeptic-upheld: the main former GM Lordstown Assembly / Foxconn plant building, inside the ~600-acre parcel SoftBank's Crescent Dune LLC took title to (OSM…. Coordinates 41°8′48.42″N 80°52′36.63″W; ""sale of the Lordstown property and equipment to Crescent Dune LLC for $375 million""; ""Press reports later identified C… | https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-18T00:00:00Z
site-428eb8956f,lon,-80.876842,41.236795,-80.819042,"research-identified 2026-09-18 (high), skeptic-upheld: the main former GM Lordstown Assembly / Foxconn plant building, inside the ~600-acre parcel SoftBank's Crescent Dune LLC took title to (OSM…. Coordinates 41°8′48.42″N 80°52′36.63″W; ""sale of the Lordstown property and equipment to Crescent Dune LLC for $375 million""; ""Press reports later identified C… | https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-18T00:00:00Z
site-428eb8956f,geo_precision,exact,41.236795,-80.819042,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-428eb8956f,address,"2300 Hallock Young Rd, Lordstown, OH 44481",41.236795,-80.819042,research-identified 2026-09-18: https://en.wikipedia.org/wiki/Lordstown_Assembly,2026-09-18T00:00:00Z
site-428eb8956f,city,Lordstown,41.236795,-80.819042,research-identified 2026-09-18: https://en.wikipedia.org/wiki/Lordstown_Assembly,2026-09-18T00:00:00Z
site-nogeo-046d7935,lat,42.122700,,,"research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""The Barn Data Center"" (way 1528327802, ~337 acres of the 575-acre property), i.e. the dev…. approximately 575 acres of land located on the north side of US-12 in Saline Township | https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf",2026-09-18T00:00:00Z
site-nogeo-046d7935,lon,-83.882200,,,"research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""The Barn Data Center"" (way 1528327802, ~337 acres of the 575-acre property), i.e. the dev…. approximately 575 acres of land located on the north side of US-12 in Saline Township | https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf",2026-09-18T00:00:00Z
site-nogeo-046d7935,geo_precision,exact,,,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-nogeo-046d7935,city,Saline Township,,,research-identified 2026-09-18: https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf,2026-09-18T00:00:00Z
site-nogeo-354564b2,lat,30.999884,,,"research-identified 2026-09-18 (high), skeptic-corrected: The TCEQ-registered site point for the Freebird Data Center construction site (permit TXR1568YQ, site 2700 County Road 133), at the campus'…. Site Name on Permit: FREEBIRD DATA CENTER Authorization Type: CONSTRUCTION ... Area Disturbed (in Acres) : 300 ... estimated project end date : 12/31/2027 esti… | https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&phys_id=32970558&princ_id=563433432026174&affil_role=2&reg_ent_id=842441872025287&permit_type_code=SWC&return_to=permit_list_by_rn&rn_number=RN112301767",2026-09-18T00:00:00Z
site-nogeo-354564b2,lon,-97.014279,,,"research-identified 2026-09-18 (high), skeptic-corrected: The TCEQ-registered site point for the Freebird Data Center construction site (permit TXR1568YQ, site 2700 County Road 133), at the campus'…. Site Name on Permit: FREEBIRD DATA CENTER Authorization Type: CONSTRUCTION ... Area Disturbed (in Acres) : 300 ... estimated project end date : 12/31/2027 esti… | https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&phys_id=32970558&princ_id=563433432026174&affil_role=2&reg_ent_id=842441872025287&permit_type_code=SWC&return_to=permit_list_by_rn&rn_number=RN112301767",2026-09-18T00:00:00Z
site-nogeo-354564b2,geo_precision,exact,,,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-nogeo-354564b2,city,Burlington,,,research-identified 2026-09-18: https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&phys_id=32970558&princ_id=563433432026174&affil_role=2&reg_ent_id=842441872025287&permit_type_code=SWC&return_to=permit_list_by_rn&rn_number=RN112301767,2026-09-18T00:00:00Z
site-nogeo-520a1a67,lat,31.816340,,,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the eastern (~1,713-acre) part of Doña Ana County rezoning polygon Z25-016 (the Project Jupiter campus), on county-titled parce…. the Project is proposed to be primarily located on approximately 1,400 acres southeast of the intersection of Highway 136 and Highway 9 (""Project Site""). The P… | https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf",2026-09-18T00:00:00Z
site-nogeo-520a1a67,lon,-106.664930,,,"research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the eastern (~1,713-acre) part of Doña Ana County rezoning polygon Z25-016 (the Project Jupiter campus), on county-titled parce…. the Project is proposed to be primarily located on approximately 1,400 acres southeast of the intersection of Highway 136 and Highway 9 (""Project Site""). The P… | https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf",2026-09-18T00:00:00Z
site-nogeo-520a1a67,geo_precision,exact,,,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-nogeo-520a1a67,city,Santa Teresa,,,research-identified 2026-09-18: https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf,2026-09-18T00:00:00Z
site-nogeo-33695089,lat,32.548607,,,"research-identified 2026-09-18 (high), skeptic-upheld: The TCEQ-printed site coordinate of the VoltaGrid ABI-1 captive gas power plant at the campus address (299 FM 604), inside the Vantage Fron…. This application would authorize construction of an Electric Power Generation Facility located at 299 Farm-to-Market Road 604, Abilene, Shackelford County, Tex… | https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf",2026-09-18T00:00:00Z
site-nogeo-33695089,lon,-99.556351,,,"research-identified 2026-09-18 (high), skeptic-upheld: The TCEQ-printed site coordinate of the VoltaGrid ABI-1 captive gas power plant at the campus address (299 FM 604), inside the Vantage Fron…. This application would authorize construction of an Electric Power Generation Facility located at 299 Farm-to-Market Road 604, Abilene, Shackelford County, Tex… | https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf",2026-09-18T00:00:00Z
site-nogeo-33695089,geo_precision,exact,,,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-nogeo-33695089,city,Abilene,,,research-identified 2026-09-18: https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf,2026-09-18T00:00:00Z
site-nogeo-588c5506,lat,43.430735,,,"research-identified 2026-09-18 (high), skeptic-upheld: The Wisconsin DNR air-permit facility location for ""Vantage WI-1"" (the 45-generator permit 25-MIN-094), which falls inside the OSM-mapped c…. Facility Information for 246185280 Vantage WI-1 Location Address N43430735 W 87861494 Port Washington WI 53074 ... located east of Ozaukee Trail, south of Dixi… | https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402",2026-09-18T00:00:00Z
site-nogeo-588c5506,lon,-87.861494,,,"research-identified 2026-09-18 (high), skeptic-upheld: The Wisconsin DNR air-permit facility location for ""Vantage WI-1"" (the 45-generator permit 25-MIN-094), which falls inside the OSM-mapped c…. Facility Information for 246185280 Vantage WI-1 Location Address N43430735 W 87861494 Port Washington WI 53074 ... located east of Ozaukee Trail, south of Dixi… | https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402",2026-09-18T00:00:00Z
site-nogeo-588c5506,geo_precision,exact,,,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-nogeo-588c5506,city,Port Washington,,,research-identified 2026-09-18: https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402,2026-09-18T00:00:00Z
site-90a29a12e9,lat,37.488173,37.523479,-77.315812,"research-identified 2026-09-18 (high), skeptic-upheld: the RIC2 DC1 building at 6030 Technology Boulevard (OSM way 1493516623, tagged building=industrial, telecom=data_center, name ""RIC2 DC1""); …. The QTS-operated Richmond 2 campus spans approximately 85 acres ... Critical campus capacity 180 MW ... Master planned campus will feature 5 buildings ... RIC2… | https://www.qtsdatacenters.com/data-centers/richmond-2/",2026-09-18T00:00:00Z
site-90a29a12e9,lon,-77.240062,37.523479,-77.315812,"research-identified 2026-09-18 (high), skeptic-upheld: the RIC2 DC1 building at 6030 Technology Boulevard (OSM way 1493516623, tagged building=industrial, telecom=data_center, name ""RIC2 DC1""); …. The QTS-operated Richmond 2 campus spans approximately 85 acres ... Critical campus capacity 180 MW ... Master planned campus will feature 5 buildings ... RIC2… | https://www.qtsdatacenters.com/data-centers/richmond-2/",2026-09-18T00:00:00Z
site-90a29a12e9,geo_precision,exact,37.523479,-77.315812,researched placement: the point is inside the campus,2026-09-18T00:00:00Z
site-90a29a12e9,city,Sandston,37.523479,-77.315812,research-identified 2026-09-18: https://www.qtsdatacenters.com/data-centers/richmond-2/,2026-09-18T00:00:00Z
