facility_type,source,name,epoch_name,operator,country,lat,lon,geo_precision,power_mw_it,h100_equivalents,chip_types,users,energy_companies,capex_usd_bn,address,ref,city,utility,osm_id,matched_osm
traditional,osm,,,,DE,50.477629,12.335051,exact,,,,,,,,,,,377998104,
traditional,osm,Lumen Austin 3,,Lumen Technologies,US,30.261396,-97.723597,exact,,,,,,,,,,,379195054,
traditional,osm,Alpheus DataCenter,,Alpheus,US,30.261053,-97.722122,exact,,,,,,,,,Austin,,379199519,
traditional,osm,Digital Realty Austin AUS11,,,US,30.212156,-97.695756,exact,,,,,,,,AUS11,Austin,,379204279,
traditional,osm,LightEdge Austin II,,,US,30.200677,-97.707046,exact,,,,,,,,,Austin,,379204643,
traditional,osm,CyrusOne Austin Data Center II,,,US,30.205921,-97.697951,exact,,,,,,,,AUS2,,,379204766,
traditional,osm,Data Foundry Austin 1 Data Center,,,US,30.215504,-97.696074,exact,,,,,,,,,,,379205427,
traditional,osm,itQ Data Center,,,PL,51.072325,17.029402,exact,,,,,,,,,Wrocław,,379736049,
traditional,osm,Equinix FR2,,Equinix,DE,50.143002,8.739218,exact,,,,,,,,FR2,Frankfurt am Main,,380134092,
traditional,osm,VISA Data Center,,,US,39.048766,-77.445397,exact,,,,,,,,,Ashburn,,380282154,
traditional,osm,STT MediaHub,,,SG,1.292241,103.791888,exact,,,,,,,,,Singapore,,380518633,
traditional,osm,LightEdge Austin I,,,US,30.214297,-97.712667,exact,,,,,,,,,,,382785871,
traditional,osm,Skybox Chicago I,,Skybox,US,41.993661,-87.973521,exact,,,,,,,,Chicago I,Elk Grove Village,,383545769,
traditional,osm,Hurricane Electric Fremont 1,,Hurricane Electric,US,37.489885,-121.931024,exact,,,,,,,,fmt1,Fremont,,383728972,
traditional,osm,,,Aligned Data Centers,US,41.432198,-82.718957,exact,,,,,,,,,,,383796776,
traditional,osm,Lumen Austin 1,,,US,30.1965,-97.712402,exact,,,,,,,,,,,383888101,
traditional,osm,Data Foundry - Texas 1,,,US,30.198907,-97.713784,exact,,,,,,,,,Austin,,383888914,
traditional,osm,XO Fremont,,XO,US,37.475325,-121.922107,exact,,,,,,,,,,,384310259,
traditional,osm,Hurricane Electric Fremont 2,,Hurricane Electric,US,37.471834,-121.920291,exact,,,,,,,,fmt2,Fremont,,384310269,
traditional,osm,Element Critical,,,US,30.342803,-97.696174,exact,,,,,,,,,,,384396017,
traditional,osm,Element Critical CH1,,Element Critical,US,41.975732,-87.964691,exact,,,,,,,,CH1,Wood Dale,,384690290,
traditional,osm,165 Halsey / Equinix NY1 / Databank EWR1,,Tishman,US,40.73673,-74.173888,exact,,,,,,,,,Newark,,387208881,
traditional,osm,QTS Suwanee Data Center 1,,Quality Technology Services,US,34.035396,-84.061106,exact,,,,,,,,,,,387378765,
traditional,osm,QTS Suwanee Data Center 2,,Quality Technology Services,US,34.037062,-84.057696,exact,,,,,,,,,,,387379196,
traditional,osm,aixit GmbH,,,DE,50.100548,8.629063,exact,,,,,,,,,Frankfurt am Main,,387918535,
traditional,osm,TierPoint Little Rock,,,US,34.75624,-92.444723,exact,,,,,,,,,,,388148510,
traditional,osm,Datacenter Burcht,,Datacenter United / DCstar nv,BE,51.211078,4.346999,exact,,,,,,,,DCB,,,389875923,
traditional,osm,Microsoft,,Microsoft,TT,10.671774,-61.539361,exact,,,,,,,,,Mucurapo,,389904565,
traditional,osm,Equinix SV6,,Equinix,US,37.399626,-122.014558,exact,,,,,,,,SV6,Sunnyvale,,390287635,
traditional,osm,Keppel DC Singapore 5,,,SG,1.31958,103.700204,exact,,,,,,,,,Singapore,,391262514,
traditional,osm,Flexential Atlanta - Norcross,,Flexential,US,33.95474,-84.198525,exact,,,,,,,,,Norcross,,392324240,
traditional,osm,Iron Mountain London LON-1,,Iron Mountain,GB,51.526796,-0.63332,exact,,,,,,,,,Slough,,393243674,
traditional,osm,NEXTDC - S1 Sydney,,NextDC,AU,-33.785183,151.131506,exact,,,,,,,,S1,,,394251157,
traditional,osm,Centersquare Lynnwood SE1,,Centersquare,US,47.841809,-122.301665,exact,,,,,,,,SE1,Lynnwood,,396296733,
traditional,osm,GAD-Rechenzentrum 2,,Atruvia AG,DE,51.893474,7.596304,exact,,,,,,,,2,Münster,,397803546,
traditional,osm,Apple,,Apple Inc.,US,44.289415,-120.875077,exact,,,,,,,,,,,397914434,
traditional,osm,Ministry of Government Services Data Centre,,The Government of Ontario,CA,43.484099,-80.194152,exact,,,,,,,,,Guelph,,398917168,
traditional,osm,,,,RU,56.003605,37.157298,exact,,,,,,,,,,,400053469,
traditional,osm,Walmart Colorado Data Center,,Walmart,US,38.985733,-104.787263,exact,,,,,,,,,,,400540223,
traditional,osm,,,,GB,53.709111,-1.884853,exact,,,,,,,,,,,403124342,
traditional,osm,,,,GB,53.70842,-1.883349,exact,,,,,,,,,,,403124345,
traditional,osm,Digital Realty FRA11,,Digital Realty,DE,50.119739,8.739034,exact,,,,,,,,,Frankfurt am Main,,403874334,
traditional,osm,Scientific Computing Center,,,DE,49.096035,8.432454,exact,,,,,,,,,,,404645122,
traditional,osm,Verizon,,,US,41.338343,-96.027802,exact,,,,,,,,,Omaha,,405034574,
traditional,osm,Verizon,,,US,41.338444,-96.028618,exact,,,,,,,,,Omaha,,405034584,
traditional,osm,,,1&1 Internet SE,DE,48.972134,8.128248,exact,,,,,,,,,,,406798589,
traditional,osm,George C. Wallace Alabama Supercomputer Center,,Alabama Supercomputer Authority,US,34.73654,-86.673102,exact,,,,,,,,,Huntsville,,408012357,
traditional,osm,Equinix,,Equinix,US,33.850752,-118.304081,exact,,,,,,,,LA7,Torrance,,409027020,
traditional,osm,Digital Realty Chicago ORD12,,Digital Realty,US,41.928356,-87.859255,exact,,,,,,,,ORD12,Franklin Park,,409296605,
traditional,osm,Pusdatin Unpatti,,Universitas Pattimura,ID,-3.654324,128.194499,exact,,,,,,,,,,,409707108,
traditional,osm,Spark Data Centre,,Spark New Zealand,NZ,-43.49248,172.545596,exact,,,,,,,,,Christchurch,,409891677,
traditional,osm,HP Secure,,,NZ,-43.500797,172.541459,exact,,,,,,,,,,,409891699,
traditional,osm,Rechenzentrum KÜS Data,,,DE,49.505053,6.804246,exact,,,,,,,,,Losheim am See,,410035541,
traditional,osm,,,,US,47.237669,-119.864626,exact,,,,,,,,,,,410408067,
traditional,osm,Microsoft,,Microsoft,US,47.239478,-119.883009,exact,,,,,,,,,,,410408073,
traditional,osm,Microsoft,,Microsoft,US,47.238575,-119.88308,exact,,,,,,,,,,,410408074,
traditional,osm,,,,US,47.239488,-119.859406,exact,,,,,,,,,,,410408079,
traditional,osm,IXcellerate North MOS 3,,IXcellerate,RU,55.863374,37.578219,exact,,,,,,,,MOS 1,,,413169015,
traditional,osm,noris Munich MUC5,,noris,DE,48.161286,11.737677,exact,,,,,,,,MUC5,,,413681245,
traditional,osm,,,,US,41.126294,-104.901853,exact,,,,,,,,,,,414055239,
traditional,osm,Polcom Data Center Alwernia,,Polcom,PL,50.096921,19.556126,exact,,,,,,,,,Grojec,,414767154,
traditional,osm,Mainova WebHouse,,,DE,50.135943,8.738546,exact,,,,,,,,MWH01.1,Frankfurt am Main,,416139055,
traditional,osm,KOMO Plaza East,,,US,47.619233,-122.348287,exact,,,,,,,,,Seattle,,417682780,
traditional,osm,KOMO Plaza West,,,US,47.61896,-122.348526,exact,,,,,,,,,Seattle,,417682781,
traditional,osm,Datové centrum Kokura,,,CZ,50.117263,14.592898,exact,,,,,,,,ko,,,418593276,
traditional,osm,CNRS,,,FR,48.649799,2.228083,exact,,,,,,,,,,,421253670,
traditional,osm,,,data4,FR,48.651187,2.225048,exact,,,,,,,,,,,421253671,
traditional,osm,Fidelity,,Fidelity,US,41.165524,-96.083367,exact,,,,,,,,,,,421273622,
traditional,osm,Turkcell Gebze Veri Merkezi,,Turkcell Superonline,TR,40.823404,29.44526,exact,,,,,,,,,,,422730372,
traditional,osm,,,Centurylink,US,33.917728,-118.386223,exact,,,,,,,,,El Segundo,,424945736,
traditional,osm,Serverfarm - LAX1,,Serverfarm LLC.,US,33.921742,-118.386459,exact,,,,,,,,LAX1,El Segundo,,424945845,
traditional,osm,DRT LAX12,,Digital Realty,US,33.915659,-118.384619,exact,,,,,,,,LAX4,El Segundo,,424945852,
traditional,osm,Google - Thornton,,Google,US,39.922465,-104.983425,exact,,,,,,,,,Thorton,,426586135,
traditional,osm,DRT LAX10,,,US,34.04733,-118.25751,exact,,,,,,,,LAX6,,,428021796,
traditional,osm,One Wilshire,,,US,34.047888,-118.255541,exact,,,,,,,,,Los Angeles,,428021816,
traditional,osm,,,Bank of America,US,37.494395,-77.237487,exact,,,,,,,,,,,429040021,
traditional,osm,Firmus LST01,,Firmus,AU,-41.440825,147.176543,exact,,,,,,,,LST01,,,429540795,
traditional,osm,UF Research Computing Center,,University of Florida,US,29.672591,-82.299929,exact,,,,,,,,1635,Gainesville,,429782814,
traditional,osm,中華電信,,,TW,22.668423,121.468994,exact,,,,,,,,,,,430604130,
traditional,osm,,,,DE,49.449552,11.014247,exact,,,,,,,,,,,432584964,
traditional,osm,"CyrusOne NVA1, NVA2 & NVA3",,CyrusOne,US,39.025902,-77.41447,exact,,,,,,,,NVA1;NVA2;NVA3,Sterling,,435324552,
traditional,osm,NAP of the Americas,,,US,25.782389,-80.19308,exact,,,,,,,,,Miami,,435518280,
traditional,osm,,,,US,25.797545,-80.230034,exact,,,,,,,,,Miami,,435531451,
traditional,osm,AMS06,,Microsoft,NL,52.763623,5.037588,exact,,,,,,,,AMS06,,,435698610,
traditional,osm,AMS06,,Microsoft,NL,52.76452,5.037581,exact,,,,,,,,AMS06,,,435698611,
traditional,osm,CyrusOne NVA5,,CyrusOne,US,39.024356,-77.4341,exact,,,,,,,,NVA5,Sterling,Dominion (VEPCO),435817145,
traditional,osm,Unidade Técnica de Aeronavegação - REDE (SERRAMAR),,INFRAERO;DECA;Governo Federal,BR,-23.890751,-46.528299,exact,,,,,,,,,São Bernardo do Campo,,436179911,
traditional,osm,SDC - София,,Neterra,BG,42.656309,23.369301,exact,,,,,,,,,,,436617258,
traditional,osm,Google Data Center Fredericia,,Google,DK,55.557974,9.653174,exact,,,,,,,,,,,436766762,
traditional,osm,,,,CA,43.604881,-79.740135,exact,,,,,,,,,,,437396883,
traditional,osm,Microsoft DUB03 / DUB04,,Microsoft,IE,53.324834,-6.45426,exact,,,,,,,,DUB03 / DUB04,,,438036943,
traditional,osm,Microsoft DUB05,,Microsoft,IE,53.324157,-6.455481,exact,,,,,,,,DUB05,,,438036944,
traditional,osm,Microsoft,,Microsoft,US,41.540609,-93.824843,exact,,,,,,,,,,,438077632,
traditional,osm,Facebook Altoona Data Center 1,,Meta,US,41.664248,-93.514758,exact,,,,,,,,,,,438078069,
traditional,osm,Facebook Altoona Data Center 2,,Meta,US,41.665512,-93.508209,exact,,,,,,,,,,,438078070,
traditional,osm,KBC Adatközpont,,KBC GHB,HU,47.27669,18.74053,exact,,,,,,,,,,,439230488,
traditional,osm,Virginia Information Technologies Agency,,,US,37.360703,-77.331806,exact,,,,,,,,,,,439365340,
traditional,osm,Maxxam Analytics International Inc.,,,CA,43.60568,-79.741216,exact,,,,,,,,,,,440105283,
traditional,osm,Lumen Technologies,,,US,33.716776,-117.805776,exact,,,,,,,,,Tustin,,441502816,
traditional,osm,,,Equinix,NL,52.354723,4.96162,exact,,,,,,,,,,,441605807,
traditional,osm,,,,RU,46.910213,142.760326,exact,,,,,,,,,Южно-Сахалинск,,442479059,
traditional,osm,Equinix International Business Exchange SY2 Data Center,,Equinix,AU,-33.921635,151.188102,exact,,,,,,,,SY2,,,443593674,
traditional,osm,Spark Data Centre,,Spark,NZ,-37.031471,174.924655,exact,,,,,,,,,,,444102062,
traditional,osm,Lumen,,Lumen Technologies,US,47.654226,-117.420001,exact,,,,,,,,,Spokane,,444683815,
traditional,osm,,,,PL,52.111289,20.600233,exact,,,,,,,,,Grodzisk Mazowiecki,,445324887,
traditional,osm,,,Santander,GB,52.58338,-1.208978,exact,,,,,,,,,,,447240912,
traditional,osm,NTT Slough,,NTT,GB,51.517019,-0.616024,exact,,,,,,,,,,,447245005,
traditional,osm,Digital Realty LHR26,,Digital Realty,GB,51.516456,-0.617916,exact,,,,,,,,LHR26,Slough,,447245008,
traditional,osm,Kao Data KLON-06,,Kao Data,GB,51.51557,-0.616272,exact,,,,,,,,,Slough,,447245009,
traditional,osm,Digital Realty LHR27,,Digital Realty,GB,51.516715,-0.61885,exact,,,,,,,,LHR27,Slough,,447320367,
traditional,osm,,,,US,43.067297,-89.436704,exact,,,,,,,,,Madison,,447803368,
traditional,osm,,,,IT,43.657912,10.353347,exact,,,,,,,,,,,448297409,
traditional,osm,中華電信 新北三多測量台,,,TW,25.007331,121.412249,exact,,,,,,,,,新北市,,449246887,
traditional,osm,Equinix CU2,,Equinix,US,38.454844,-77.978132,exact,,,,,,,,,Culpeper,REC (co-op),450078003,
traditional,osm,,,,US,37.333633,-121.887964,exact,,,,,,,,,San Jose,,451413811,
traditional,osm,,,,US,40.784173,-74.065551,exact,,,,,,,,,,,451491797,
traditional,osm,Evocative Secaucus,,Evocative,US,40.787552,-74.06805,exact,,,,,,,,,,,451497833,
traditional,osm,BT Radianz: 492 River Road,,bt,US,40.821454,-74.134187,exact,,,,,,,,,,,452116337,
traditional,osm,,,,NL,53.425232,6.863571,exact,,,,,,,,,,,452352449,
traditional,osm,,,,NL,53.424791,6.86212,exact,,,,,,,,,,,452352450,
traditional,osm,,,Google,NL,53.42584,6.865746,exact,,,,,,,,,,,452352451,
traditional,osm,Centro de Datos GTD Surco,,GTD Chile,PE,-12.125554,-76.977465,exact,,,,,,,,,,,453074095,
traditional,osm,KT 용산 IDC,,KT,KR,37.535337,126.958951,exact,,,,,,,,,,,453640737,
traditional,osm,,,,BE,50.466112,3.86482,exact,,,,,,,,GBL2,,,453714808,
traditional,osm,Time Warner Datacenter,,,US,39.598961,-104.860378,exact,,,,,,,,,Centennial,,453969917,
traditional,osm,Time Warner Datacenter,,,US,39.599933,-104.86017,exact,,,,,,,,,Centennial,,453969923,
traditional,osm,CyrusOne Austin Data Center III,,,US,30.207006,-97.701132,exact,,,,,,,,AUS3,,,455171103,
traditional,osm,Computer Labs,,,MW,-15.776057,35.026918,exact,,,,,,,,,,,455411492,
traditional,osm,QTS Eemshaven Netherlands Data Center,,Quality Technology Services,NL,53.437501,6.858112,exact,,,,,,,,,Eemshaven,,455499803,
traditional,osm,Rosebank Exchange,,Telkom,ZA,-26.14682,28.043485,exact,,,,,,,,,,,455956943,
traditional,osm,,,,TW,25.029157,121.425958,exact,,,,,,,,,,,456509334,
traditional,osm,Digital Realty AMS8,,Digital Realty,NL,52.276541,4.743202,exact,,,,,,,,AMS8,,,456832369,
traditional,osm,,,,JP,35.610675,139.403494,exact,,,,,,,,,,,457994055,
traditional,osm,,,,JP,35.610123,139.402783,exact,,,,,,,,,,,457994056,
traditional,osm,Whitesands Cable Landing Station,,Level3 Communications,GB,50.080633,-5.675034,exact,,,,,,,,,,,458603045,
traditional,osm,,,Verizon,GB,50.074756,-5.684789,exact,,,,,,,,,,,458603047,
traditional,osm,,,Virgin Media,GB,50.069792,-5.677104,exact,,,,,,,,,,,458603048,
traditional,osm,ESAT 1 Cable Landing Station,,BT Ireland,GB,50.081169,-5.675187,exact,,,,,,,,,,,458603189,
traditional,osm,Level3 Cable Landing Station,,Lumen Technologies,GB,50.820882,-4.541141,exact,,,,,,,,,,,458775803,
traditional,osm,TAT14 Cable Landing Station,,BT,GB,50.819868,-4.530687,exact,,,,,,,,,,,458775806,
traditional,osm,,,Vodafone,GB,50.820819,-4.532563,exact,,,,,,,,,,,458775807,
traditional,osm,,,Verizon,GB,50.821158,-4.527831,exact,,,,,,,,,,,458775808,
traditional,osm,,,CapitaLand Ascendas REIT,GB,51.6199,-0.77903,exact,,,,,,,,,High Wycombe,,459025630,
traditional,osm,Apollo Cable Landing Station,,Apollo,US,40.157044,-74.101582,exact,,,,,,,,,,,459188722,
traditional,osm,Cable & Wireless Cable Landing Station,,,US,40.843652,-72.883376,exact,,,,,,,,,Shirley,,459188725,
traditional,osm,VIRTUS Slough London 3 and 4,,VIRTUS,GB,51.522822,-0.621345,exact,,,,,,,,LONDON4,Slough,,459572486,
traditional,osm,UBS Data Centre,,UBS,GB,51.506772,-0.427146,exact,,,,,,,,,Hayes,,459589221,
traditional,osm,Virtus London 10,,Virtus,GB,51.521433,-0.620939,exact,,,,,,,,,Slough,,459600800,
traditional,osm,Lumen,,Lumen Technologies,GB,51.522915,-0.617147,exact,,,,,,,,,,,459600829,
traditional,osm,,,,GB,51.530007,-0.255897,exact,,,,,,,,,,,459613192,
traditional,osm,Hetzner data center - HEL1,,Hetzner Finland Oy,FI,60.342334,25.031223,exact,,,,,,,,,,,459879213,
traditional,osm,Pulsant Milton Keynes SE-1,,Pulsant,GB,52.055074,-0.755382,exact,,,,,,,,SE-1,Milton Keynes,,460010262,
traditional,osm,,,,GB,52.054687,-0.757243,exact,,,,,,,,,,,460010263,
traditional,osm,Equinix Ashburn DC10,,Equinix,US,39.021005,-77.451489,exact,,,,,,,,DC10,Ashburn,Dominion (VEPCO),460050155,
traditional,osm,Amazon Web Services Datacenter Complex,,Amazon Web Services,US,39.026331,-77.451632,exact,,,,,,,,,,,460053028,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,39.028807,-77.458838,exact,,,,,,,,,,Dominion (VEPCO),460053030,
traditional,osm,Amazon IAD-61,,Amazon Web Services,US,38.915805,-77.491987,exact,,,,,,,,Amazon IAD-61,,,460056017,
traditional,osm,,,,US,38.986515,-77.442256,exact,,,,,,,,,,,460056018,
traditional,osm,Amazon IAD51,,Amazon Web Services,US,38.991412,-77.436511,exact,,,,,,,,Amazon IAD51,,Dominion (VEPCO),460056019,
traditional,osm,Amazon IAD56,,Amazon Web Services,US,38.99057,-77.437059,exact,,,,,,,,Amazon IAD56,,Dominion (VEPCO),460056020,
traditional,osm,Amazon IAD16,,Amazon Web Services,US,38.990686,-77.44884,exact,,,,,,,,Amazon IAD16,Sterling,Dominion (VEPCO),460056023,
traditional,osm,Amazon IAD15,,Amazon Web Services,US,38.991708,-77.448564,exact,,,,,,,,Amazon IAD15,Sterling,Dominion (VEPCO),460056024,
traditional,osm,Amazon IAD14,,Amazon Web Services,US,38.789885,-77.548229,exact,,,,,,,,IAD14,Manassas,NOVEC (co-op),460059465,
traditional,osm,Amazon IAD59,,Amazon Web Services,US,38.792187,-77.548467,exact,,,,,,,,IAD59,Manassas,NOVEC (co-op),460060340,
traditional,osm,Amazon IAD52,,Amazon Web Services,US,38.791119,-77.548386,exact,,,,,,,,IAD52,Manassas,NOVEC (co-op),460060341,
traditional,osm,Amazon Web Services Datacenter Complex,,Amazon Web Services,US,40.093745,-82.751832,exact,,,,,,,,,,,460067220,
traditional,osm,Amazon AWS: Hilliard Data Center,,Amazon Web Services us-east-2 datacenter,US,40.059866,-83.134284,exact,,,,,,,,,,,460067225,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915836,-119.266323,exact,,,,,,,,,Umatilla,,460070135,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915836,-119.266527,exact,,,,,,,,,Umatilla,,460070136,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915836,-119.266726,exact,,,,,,,,,Umatilla,,460070137,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915836,-119.267112,exact,,,,,,,,,Umatilla,,460070138,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915843,-119.267316,exact,,,,,,,,,Umatilla,,460070139,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915832,-119.267512,exact,,,,,,,,,Umatilla,,460070140,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.915836,-119.267717,exact,,,,,,,,,Umatilla,,460070141,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.916359,-119.267751,exact,,,,,,,,PDX2,Umatilla,,460070143,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.841003,-119.652769,exact,,,,,,,,PDX4,Boardman,,460070144,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.852239,-119.629901,exact,,,,,,,,PDX50/53,Boardman,,460070145,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.850881,-119.630524,exact,,,,,,,,PDX1,Boardman,,460070147,
traditional,osm,Equinix San Jose SV3,,Equinix,US,37.388274,-121.888446,exact,,,,,,,,SV3,San Jose,,460076753,
traditional,osm,365 Main Street Data Center,,Digital Realty,US,37.788731,-122.390469,exact,,,,,,,,,San Francisco,,460085343,
traditional,osm,Meta,,Meta,US,35.31426,-81.822055,exact,,,,,,,,FRC,,,460089167,
traditional,osm,Meta,,Meta,US,35.317368,-81.82624,exact,,,,,,,,FRC,,,460089168,
traditional,osm,Amazon Web Services,,Amazon Web Services,IE,53.402989,-6.363407,exact,,,,,,,,,,,460117003,
traditional,osm,,,NTT Limited,US,37.403964,-121.889231,exact,,,,,,,,,San Jose,,460159925,
traditional,osm,Csquare SFO1,,Csquare,US,37.37045,-121.969825,exact,,,,,,,,,Santa Clara,,460159928,
traditional,osm,,,Vantage,US,37.371779,-121.972505,exact,,,,,,,,,,,460159955,
traditional,osm,Intergate Columbia B,,Sabey Data Centers,US,47.407164,-120.187524,exact,,,,,,,,,East Wenatchee,,460167186,
traditional,osm,Intergate Columbia A,,Sabey Data Centers,US,47.40862,-120.189398,exact,,,,,,,,,East Wenatchee,,460167187,
traditional,osm,Intergate Columbia,,,US,47.408011,-120.1918,exact,,,,,,,,,,,460167190,
traditional,osm,QTS Ashburn-Moran,,Quality Technology Services,US,38.994222,-77.448201,exact,,,,,,,,,,Dominion (VEPCO),460175664,
traditional,osm,Centersquare IAD4-A,,Centersquare,US,39.021782,-77.452798,exact,,,,,,,,IAD4-A,Ashburn,Dominion (VEPCO),460175666,
traditional,osm,AWS Building E,,Amazon Web Services,US,39.005052,-77.485612,exact,,,,,,,,,Ashburn,,460175672,
traditional,osm,Digital Realty New Jersey EWR20,,Digital Realty,US,40.829928,-74.12675,exact,,,,,,,,EWR20,Clifton,,460177088,
traditional,osm,CyrusOne Somerset,,CyrusOne,US,40.537962,-74.545722,exact,,,,,,,,,,,460182320,
traditional,osm,BNY Mellon Somerset,,,US,40.535869,-74.553432,exact,,,,,,,,,,,460182335,
traditional,osm,,,Digital Realty,US,40.537526,-74.555524,exact,,,,,,,,,,,460182337,
traditional,osm,Digital Realty New Jersey EWR21,,Digital Realty,US,40.830586,-74.124514,exact,,,,,,,,EWR21,Clifton,,460182351,
traditional,osm,Venture West,,The Bunker Secure Hosting Ltd,GB,51.37703,-1.290472,exact,,,,,,,,,,,460206687,
traditional,osm,The Bunker - South East Data Centre,,Cyberfort,GB,51.271195,1.296328,exact,,,,,,,,,,,460210729,
traditional,osm,,,Centurylink,US,34.199869,-118.343789,exact,,,,,,,,,,,460212563,
traditional,osm,Unit 1,,Galaxy Data Centers,GB,51.247753,-0.15969,exact,,,,,,,,,,,460244923,
traditional,osm,Unit 3,,Galaxy Data Centers,GB,51.247941,-0.15729,exact,,,,,,,,,,,460244927,
traditional,osm,Unit 2,,Galaxy Data Centers,GB,51.247638,-0.158625,exact,,,,,,,,,,,460244928,
traditional,osm,The Chess Building,,CapitaLand Ascendas REIT,GB,51.642849,-0.427647,exact,,,,,,,,,Watford,,460246772,
traditional,osm,Imperium 315,,NYSE Euronext,GB,51.586675,0.484878,exact,,,,,,,,,Basildon,,460956016,
traditional,osm,Equinix PA2,,Equinix,FR,48.927592,2.35165,exact,,,,,,,,PA2,Saint-Denis,,463443856,
traditional,osm,Amazon IAD78,,Amazon Web Services,US,39.026368,-77.44952,exact,,,,,,,,IAD78,Ashburn,,463571875,
traditional,osm,Amazon IAD79,,Amazon Web Services,US,39.026357,-77.45087,exact,,,,,,,,IAD79,Ashburn,Dominion (VEPCO),463571876,
traditional,osm,,,,US,39.56711,-119.548534,exact,,,,,,,,,,,464097467,
traditional,osm,Дата-цэнтр А1,,ТАА «А1 IКТ сэрвiсы»,BY,53.916561,27.736317,exact,,,,,,,,,Мінск,,464277377,
traditional,osm,Kaiser Data Center,,,US,38.254065,-122.273092,exact,,,,,,,,,,,464371693,
traditional,osm,Lumen Dallas - 3180 Irving Blvd.,,Lumen Technologies,US,32.806955,-96.868589,exact,,,,,,,,,Dallas,,465032201,
traditional,osm,Prime DFW01-01,,Prime,US,32.837958,-96.878401,exact,,,,,,,,DFW01-01,Dallas,,465032380,
traditional,osm,Lumen Dallas 6,,Lumen Technologies,US,32.827998,-96.884379,exact,,,,,,,,,,,465032484,
traditional,osm,Digital Realty DFW36,,Digital Realty,US,32.82755,-96.87375,exact,,,,,,,,DFW36,Dallas,,465032487,
traditional,osm,DataBank Dallas Empire Central Data Center,,DataBank,US,32.82175,-96.873553,exact,,,,,,,,,Dallas,,465032631,
traditional,osm,TierPoint Dallas Data Center,,TierPoint,US,32.807982,-96.857389,exact,,,,,,,,,Dallas,,465042594,
traditional,osm,Amazon IAD87,,Amazon Web Services,US,38.991808,-77.441172,exact,,,,,,,,IAD87,,,465062052,
traditional,osm,Amazon IAD88,,Amazon Web Services,US,38.990968,-77.441868,exact,,,,,,,,IAD88,,,465062053,
traditional,osm,Verizon,,Verizon,US,39.589248,-104.877933,exact,,,,,,,,,,,465530450,
traditional,osm,Set,,,IT,45.642359,11.574939,exact,,,,,,,,,Dueville,,466483564,
traditional,osm,PLAY Centrum Danych DC2,,3S Data Center S.A.,PL,50.245697,19.064032,exact,,,,,,,,,Katowice,,466665870,
traditional,osm,Stream Data Centers PHX-1,,,US,33.419491,-112.359988,exact,,,,,,,,,Goodyear,,468707940,
traditional,osm,Greenfield,,Crédit Agricole,FR,48.470559,1.326838,exact,,,,,,,,,,,468717472,
traditional,osm,安碁資訊,,,TW,24.849783,121.181677,exact,,,,,,,,,,,468985576,
traditional,osm,Live Oak Data Center,,,US,32.783749,-96.794636,exact,,,,,,,,,Dallas,,471658485,
traditional,osm,Stack Infrastructure - POR01,,Stack Infrastructure,US,45.549327,-122.927818,exact,,,,,,,,POR01A,Hillsboro,,471691757,
traditional,osm,Flexential Portland - Hillsboro 2,,Flexential,US,45.558302,-122.917165,exact,,,,,,,,,Hillsboro,,471691760,
traditional,osm,NYSE Data Center,,nyse,US,41.078316,-74.152912,exact,,,,,,,,,,,472761713,
traditional,osm,AT&T,,,US,34.579978,-118.114007,exact,,,,,,,,,Palmdale,,472954201,
traditional,osm,Mediterranean Nautilus Telekomunikasyon Hizmetleri Ticaret A.Ş. Veri Merkezi,,,TR,40.993559,28.827106,exact,,,,,,,,,İstanbul,,473164326,
traditional,osm,,,,FR,49.236855,4.062697,exact,,,,,,,,,,,474571273,
traditional,osm,Powertel Data Centre,,,AU,-37.818839,144.961554,exact,,,,,,,,,,,474646358,
traditional,osm,Securiton Data Centre,,,AU,-37.818875,144.957767,exact,,,,,,,,,,,474646359,
traditional,osm,TPG Data Centre,,,AU,-37.801122,144.943382,exact,,,,,,,,,,,474646360,
traditional,osm,Vocus DC-MEL04 Mitcham Data Centre,,,AU,-37.821432,145.187735,exact,,,,,,,,,,,474646361,
traditional,osm,Fujitsu Data Centre,,,AU,-37.947187,145.185516,exact,,,,,,,,,,,474646366,
traditional,osm,Fujitsu Data Centre,,,AU,-37.947627,145.185751,exact,,,,,,,,,,,474646367,
traditional,osm,Micron21 Data Centre,,,AU,-37.822106,145.313985,exact,,,,,,,,,,,474646386,
traditional,osm,Telstra Clayton Data Centre,,Telstra,AU,-37.920755,145.131939,exact,,,,,,,,,,,474646387,
