source,locality,site_id,name,operator,status,sq_ft,mw,utility,self_generation,parcel_id,zoning_case,permit_case,address,year,notes
loudoun_permit,Loudoun County,ELECC-2025-022458,New construction 3-story data center (Security systems - DH2100 Upfit),Sterling,Issued,,,,,044155625000,,ELECC-2025-022458,1 22280 DR,1748923200000,Electrical (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-013845,"Installation of new traffic control arm, sliding gates, fencing modifications and related electrical and security infrastructure at existing data center campus entrance.",Sterling,Issued,,,,,062159785000,,ZONC-2025-013845,1 44305 PLZ,1764565200000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2024-002986,Fit-out of Colo 3 data center,Little River,Issued,51639.0,,,,203354208000,,BLDC-2024-002986,1 42010 LN,1732078800000,Building (Commercial)
loudoun_permit,Loudoun County,FMOMH-2026-017245,Data Center - Building E,Little River,Issued,,,,,194103673001,,FMOMH-2026-017245,1 42370 DR,1775755663000,FMO - Moderate/High Hazard
loudoun_permit,Loudoun County,ELECC-2025-022359,New construction 3-story data center (Data Hall 3100 Upfit),Sterling,Issued,,,,,044155625000,,ELECC-2025-022359,1 22280 DR,1750824000000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-000316,Core and Shell building with an admin area. Also includes a 3rd floor data center build out which consist of 24 MWs.,Sterling,Issued,,,,,030292034000,,ELECC-2025-000316,1 45831 RD,1740546000000,Electrical (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-023226,New data center build. Phase 9,Sterling,Issued,,,,,122207249000,,BLDC-2025-023226,1 43855 PLZ,1777521600000,Building (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-048401,Data Hall and Electrical Room Build. Also includes a 2nd floor and 1st floor data center build out which consist of 24 MWs. (Phase 3),Sterling,Issued,,,,,030292034000,,PLUMC-2025-048401,1 45831 RD,1770008400000,Plumbing (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-007320,Data Center Vault Phasing Package. Vault 1.1 - Phase 1. This work is to perform the tenant fit-out for a single Data Hall Vault and the alterations in the corridor. Electronic Copy,Broad Run,Issued,41050.0,,,,061450432000,,BLDC-2026-007320,1 44395 PLZ,1778731200000,Building (Commercial)
loudoun_permit,Loudoun County,FIREC-2026-012463,TI Build-out of IAD-174 a Two Story 12 POD Data Center,Sterling,Issued,,,,,030455548000,,FIREC-2026-012463,1 21215 BLVD,1776916800000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,E10495230112,DATA CENTER,Broad Run,Issued,,,,,060209652000,,E10495230112,1 44740 CIR,1652932800000,Electrical (Commercial)
loudoun_permit,Loudoun County,PLUMC-2024-063286,"PHASE 6/This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 6. 3 Water Service Lines (Industrial Water, Domestic Water, Fire Water), 2 Waste (IWW & DW)",Dulles,Issued,,,,,203170856000,,PLUMC-2024-063286,1 42090 LN,1751428800000,Plumbing (Commercial)
loudoun_permit,Loudoun County,VSMP-2023-0029,H5 DATA CENTER,Sterling,Issued,,,,,061307791000,,VSMP-2023-0029,1 21800 CIR,1680667200000,VESMP
loudoun_permit,Loudoun County,VSMP-2023-0029,H5 DATA CENTER,Sterling,Issued,,,,,061208870000,,VSMP-2023-0029,1 21800 CIR,1680667200000,VESMP
loudoun_permit,Loudoun County,VSMP-2023-0029,H5 DATA CENTER,Sterling,Issued,,,,,043350507000,,VSMP-2023-0029,1 21800 CIR,1680667200000,VESMP
loudoun_permit,Loudoun County,ELECC-2026-004785,Data Center Tenant Fitout Construction - Phase 01 USB 2.1A,Dulles,Issued,,,,,096183926000,,ELECC-2026-004785,1 25190 DR,1772686800000,Electrical (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-042057,Data Center Architectural and Structural Tenant Fit-Out for the Phase 1,Leesburg,Issued,,,,,193276668000,,ZONC-2024-042057,1 20575 DR,1732078800000,Zoning (Commercial)
loudoun_permit,Loudoun County,PLUMC-2024-063332,"PHASE 10/This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 10. 3 Water Service Lines (Industrial Water, Domestic Water, Fire Water), 2 Waste (IWW & DW)",Dulles,Issued,,,,,203170856000,,PLUMC-2024-063332,1 42090 LN,1751428800000,Plumbing (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-060543,This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 15.,Dulles,Issued,,,,,203170856000,,ZONC-2024-060543,1 42090 LN,1750996800000,Zoning (Commercial)
loudoun_permit,Loudoun County,FIREC-2026-014245,New 2 story Data Center - Phase 9,Dulles,Issued,,,,,096183926000,,FIREC-2026-014245,1 25190 DR,1783656000000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,ZONC-2026-014157,Data Center Architectural and Structural Tenant Fit-Out for Phase 3 of the data center. There are a total of 15 phases in this project.,Leesburg,Issued,,,,,193178229000,,ZONC-2026-014157,1 42590 DR,1777867200000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-012877,"New construction of a 3-story data center facility ""Core-&-Shell"" with data halls, electrical and mechanical infrastructure, and a 2-story administrative area. Includes a separate 3-story exterior gantry structure adjacent to the building to support the electrical and mechanical equipment. Mechanical chillers and associated electrical support are located on roof dunnage above the building and extend over the gantry. *FULL APPROVAL CONSTRUCTION*",Ashburn,Issued,,,,,113163850000,,ZONC-2025-012877,1 19560 LN,1751947200000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-013349,Data Center Architectural and Structural Tenant Fit-Out for Phase 12 of the data center. There are a total of 15 phases in this project.,Leesburg,Issued,21594.0,,,,193178229000,,BLDC-2026-013349,1 42590 DR,1777867200000,Building (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-013328,Data Center Architectural and Structural Tenant Fit-Out for Phase 4 of the data center. There are a total of 15 phases in this project.,Leesburg,Issued,19412.0,,,,193178229000,,BLDC-2026-013328,1 42590 DR,1777867200000,Building (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-000066,A THREE-STORY DATA CENTER BUILDING SHELL.,Loudoun County,Issued,,,,,089496246000,,PLUMC-2025-000066,1 22235,1739509200000,Plumbing (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-011151,Data Center Architectural and Structural Tenant Fit-Out for Phase 7; USB 3.3B SERVICE,Leesburg,Issued,,,,,193276668000,,ELECC-2025-011151,1 20575 DR,1744603200000,Electrical (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-026606,Data Center Tenant Fitout Construction - Phase 02,Dulles,Issued,,,,,096183926000,,BLDC-2025-026606,1 25190 DR,1770786000000,Building (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-000061,Data Center Tenant Fitout Construction - Phase 07,Dulles,Issued,,,,,096183926000,,BLDC-2026-000061,1 25145 DR,1778472000000,Building (Commercial)
loudoun_permit,Loudoun County,ELEVM-2025-053021,NEW DATA CENTER,Sterling,Issued,,,,,032155119000,,ELEVM-2025-053021,1 22435 DR,1763653616000,Elevator Maintenance
loudoun_permit,Loudoun County,ELECC-2025-032833,low voltage for HVAC controls for Data Center Architectural and Structural Tenant Fit-Out for Phase 8,Leesburg,Issued,,,,,193274995000,,ELECC-2025-032833,1 20335 DR,1753934400000,Electrical (Commercial)
loudoun_permit,Loudoun County,MECHC-2025-000605,"Data Center Architectural and Structural Tenant Fit-Out for Phase 7. This project involves the fitout of the AWS data center covered under the C&S Permit. Phases 1-18 of the datacenter are modular in nature and there is a separate ""Office"" phase. See drawings for exact equipment sizes/quantities. Phase 1-18 mechanical equipment consist Datahall Air Handling Units (93,500 CFM air handling unit each with a direct evaporation coil) and Rooftop Exhaust Fan Arrays (68,000 CFM each). See drawings for exact equipment sizes/quantities.",Leesburg,Issued,,,,,193274995000,,MECHC-2025-000605,1 20335 DR,1739163600000,Mechanical (Commercial)
loudoun_permit,Loudoun County,MECHC-2024-061638,"Data Center Architectural and Structural Tenant Fit-Out for Phase 11. This project involves the fitout of the AWS data center covered under the C&S Permit. Phases 1-12 of the datacenter are modular in nature and there is a separate ""Office"" phase. See drawings for exact equipment sizes/quantities. Phase 1-12 mechanical equipment consist Datahall Air Handling Units (93,500 CFM air handling unit each with a direct evaporation coil) and Rooftop Exhaust Fan Arrays (68,000 CFM each). See drawings for exact equipment sizes/quantities.",Leesburg,Issued,,,,,193276668000,,MECHC-2024-061638,1 20575 DR,1739163600000,Mechanical (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-003485,Fit-out of Colo 3 data center,Little River,Issued,,,,,203354208000,,ZONC-2024-003485,1 42031 LN,1733424899000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-023309,New data center build. Phase 18,Sterling,Issued,,,,,122207249000,,BLDC-2025-023309,1 43855 PLZ,1777521600000,Building (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-026609,Data Center Tenant Fitout Construction - Phase 04,Dulles,Issued,,,,,096183926000,,BLDC-2025-026609,1 25190 DR,1770786000000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-032652,Telecom installation for data center core & shell.,Loudoun County,Issued,,,,,124369522000,,ELECC-2025-032652,1 43304 RD,1753761600000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-026666,"Phase #2 Low voltage control wiring for building automation systems (BAS). This consists of wiring connections between the control panels and the devices and equipment that monitor the temperature, pressure and humidity of the building and rooms. Work involves connecting plenum rated RS-485 communication wire, 18 to 22 gauge control wires and ¼” polytube from control panels to multiple temperature and humidity sensors throughout the data center. These control wires will be installed in 3/4""-1"" conduit and/or free hanging in ceiling plenum areas. The low voltage panels and devices will be supplied by the owner. Total number of devices to be connected is 180. Related parent permit is BLDC-2025-002422.",Broad Run,Issued,,,,,089496314001,,ELECC-2025-026666,1 22235 PKWY,1750046400000,Electrical (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-063779,Permit for the Construction on a Post and Panel Retaining Wall to Support NOVEC Electrical Substation for Tech Park at Brambleton Data Center Campus,Little River,Issued,,,,,161264481000,,ZONC-2024-063779,1 23844 RD,1736226000000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-063779,Permit for the Construction on a Post and Panel Retaining Wall to Support NOVEC Electrical Substation for Tech Park at Brambleton Data Center Campus,Little River,Issued,,,,,202104192000,,ZONC-2024-063779,1 23844 RD,1736226000000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-063779,Permit for the Construction on a Post and Panel Retaining Wall to Support NOVEC Electrical Substation for Tech Park at Brambleton Data Center Campus,Little River,Issued,,,,,161253540000,,ZONC-2024-063779,1 23844 RD,1736226000000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-063779,Permit for the Construction on a Post and Panel Retaining Wall to Support NOVEC Electrical Substation for Tech Park at Brambleton Data Center Campus,Little River,Issued,,,,,202206213000,,ZONC-2024-063779,1 23844 RD,1736226000000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-000098,Data Center Tenant Fitout Construction phase 05 IAD 327,Dulles,Issued,,,,,096183926000,,BLDC-2026-000098,1 25145 DR,1778472000000,Building (Commercial)
loudoun_permit,Loudoun County,BLDC-2024-054708,This is a three story data center that includes both core & shell and tenant fit-up. This is for the office phase.,Dulles,Issued,429213.0,,,,203170856000,,BLDC-2024-054708,1 42090 LN,1751035181000,Building (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-033479,Data Center Tenant Fitout Construction - Phase 11,Dulles,Issued,,,,,096183926000,,PLUMC-2025-033479,1 25190 DR,1771822800000,Plumbing (Commercial)
loudoun_permit,Loudoun County,PLUMC-2024-056861,Fit-out of Colo 4 data center,Little River,Issued,,,,,203354208000,,PLUMC-2024-056861,1 42010 LN,1734325200000,Plumbing (Commercial)
loudoun_permit,Loudoun County,BLDC-2024-054905,This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 13.,Dulles,Issued,20113.2,,,,203170856000,,BLDC-2024-054905,1 42090 LN,1750996800000,Building (Commercial)
loudoun_permit,Loudoun County,MECHC-2024-063360,This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 16.,Dulles,Issued,,,,,203170856000,,MECHC-2024-063360,1 42090 LN,1751515200000,Mechanical (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-033639,Data Center Tenant Fitout Construction - Phase 03,Dulles,Issued,,,,,096183926000,,PLUMC-2025-033639,1 25190 DR,1771822800000,Plumbing (Commercial)
loudoun_permit,Loudoun County,Z20448700101,DATA CENTER,Unknown,Issued,,,,,044381108002,,Z20448700101,1 45130 PLZ,1649649600000,Zoning (Commercial)
loudoun_permit,Loudoun County,FIREC-2026-014233,New 2 story Data Center - Phase 01,Dulles,Issued,,,,,096183926000,,FIREC-2026-014233,1 25190 DR,1783656000000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,K60271020105,DATA CENTER,Broad Run,Issued,,,,,060307119000,,K60271020105,1 44854 PL,1473912000000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-044452,Third building on the campus. CURRENT: CORE/SHELL 3-STORY FLEX WAREHOUSE AND COMMERICAL OFFICE. FUTURE PURPOSE OF SPACE: 3-STORY SINGLE TENANT COMPUTER DATA CENTER.,Leesburg,Issued,,,,,193281883000,,ZONC-2024-044452,1 42376 DR,1740978000000,Zoning (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-028032,Low voltage for HVAC controls for Data center suite fit out.,Broad Run,Issued,,,,,061394321000,,ELECC-2026-028032,1 21780 CT,1782705600000,Electrical (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-013324,Data Center Architectural and Structural Tenant Fit-Out for Phase 2 of the data center. There are a total of 15 phases in this project.,Leesburg,Issued,18396.0,,,,193178229000,,BLDC-2026-013324,1 42590 DR,1777867200000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-032640,Data Center core and shell - service switch gear 7,Loudoun County,Issued,,,,,124369522000,,ELECC-2025-032640,1 43304 RD,1761883200000,Electrical (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-000099,Data Center Tenant Fitout Construction Phase 06 IAD 327,Dulles,Issued,,,,,096183926000,,BLDC-2026-000099,1 25145 DR,1778472000000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-031166,Telecommunication and Security Pathways and Details for COLO 2 Building in IAD 12 Microsoft Data Center Building,Little River,Issued,,,,,203354208000,,ELECC-2026-031166,1 42031 LN,1784174400000,Electrical (Commercial)
loudoun_permit,Loudoun County,ZONC-2023-019686,2 STORY SINGLE TENANT COMPUTER DATA CENTER Associated grading permit: (County #X20222730001) ISSUED FULL BUILDING APPROVAL,Sterling,Issued,,,,,122208248000,,ZONC-2023-019686,1 43975 PLZ,1731646800000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-033837,SDC BUILDING 2 NEW CORE/SHELL DATA CENTER W/ PHASED OCCUPANCY DATA HALL BUILDING PERMIT,Sterling,Issued,581354.0,,,,063477734000,,BLDC-2025-033837,1 44525 LN,1758081600000,Building (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-028274,"Erection of a temporary construction break tent for use in conducting ""Stretch-&-Flex"" huddles and other safety standing meetings. Temporary construction break tent is to be used for more than 6 months (possibly 2+ years) until the construction of the ""Building 4"" Data Center located on the BIC campus (Belmont Innovation Campus) is completed by 2027. Building 4 Data Center Core-&-Shell Permit is still under review under case BLDC-2025-009449. The address of the temporary construction break tent is: 43207 Goose Park Lane, Ashburn, VA 20147.",Ashburn,Issued,,,,,114464812000,,ZONC-2025-028274,1 43207 LN,1751342400000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-047749,data center complex and associated infrastructure,Sterling,Issued,,,,,043175778000,,ZONC-2024-047749,1 45870 PLZ,1738213200000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-051484,Suite Tenant Fit-Out/Data Hall in an existing Data Center Core and Shell,Broad Run,Issued,56206.0,,,,061394321000,,BLDC-2025-051484,1 21780 CT,1778731200000,Building (Commercial)
loudoun_permit,Loudoun County,FMOMH-2026-013875,Data Center - VA 12 Renewal FMOMH-2025-017418,Sterling,Issued,,,,,044288975002,,FMOMH-2026-013875,1 45194 PLZ,1774281653000,FMO - Moderate/High Hazard
loudoun_permit,Loudoun County,FMOMH-2026-013875,Data Center - VA 12 Renewal FMOMH-2025-017418,Sterling,Issued,,,,,044288975001,,FMOMH-2026-013875,1 45194 PLZ,1774281653000,FMO - Moderate/High Hazard
loudoun_permit,Loudoun County,BLDC-2026-000069,Data Center Tenant Fitout Construction - Phase 09,Dulles,Issued,,,,,096183926000,,BLDC-2026-000069,1 25145 DR,1778472000000,Building (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-060379,This is a three story data center that includes both core & shell and tenant fit-up. This is for Phase 12.,Dulles,Issued,,,,,203170856000,,ZONC-2024-060379,1 42090 LN,1750996800000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-026039,New data center build. Phase 9,Sterling,Issued,,,,,122207249000,,ZONC-2025-026039,1 43855 PLZ,1777521600000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-042683,Data Center Architectural and Structural Tenant Fit-Out for Phase 11,Leesburg,Issued,,,,,193276668000,,ZONC-2024-042683,1 20575 DR,1732078800000,Zoning (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-006889,New construction of a 4-level data center facility.,Sterling,Issued,,,,,063477734000,,ELECC-2026-006889,1 44595 LN,1773979200000,Electrical (Commercial)
loudoun_permit,Loudoun County,E80265820001,TEMP FOR CONST/DATA CENTER,Unknown,Issued,,,,,044288975001,,E80265820001,1 45200 PLZ,1522641600000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2024-055166,Data Center Architectural and Structural Tenant Fit-Out for Phase 2,Leesburg,Issued,,,,,193276668000,,ELECC-2024-055166,1 20575 DR,1739163600000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-000438,"Data Center Architectural and Structural Tenant Fit-Out for Phase 9. This project involves the fitout of the AWS datacenter covered under the C&S Permit. Phases 1-18 of the datacenter are modular in nature and there is a separate ""Office"" phase. See drawings for exact equipment sizes/quantities.",Leesburg,Issued,,,,,193274995000,,ELECC-2025-000438,1 20335 DR,1745467200000,Electrical (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-041654,Data Center Architectural and Structural Tenant Fit-Out for Phase 9,Leesburg,Issued,,,,,193274995000,,ZONC-2024-041654,1 20335 DR,1734757200000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-027909,Data Center Tenant Fitout Construction - Phase 06,Dulles,Issued,,,,,096183926000,,ZONC-2025-027909,1 25190 DR,1770786000000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-013137,Data Center Architectural and Structural Tenant Fit-Out for Phase 8 of the data center. There are a total of 18 phases in this project.,Leesburg,Issued,19567.0,,,,193281883000,,BLDC-2026-013137,1 42376 DR,1777262400000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-057666,Service B: New construction/electrical system for a new data hall suite with a newly built IAD56 data center building.,Broad Run,Issued,,,,,061394321000,,ELECC-2025-057666,1 21780 CT,1774497600000,Electrical (Commercial)
loudoun_permit,Loudoun County,BLDC-2024-041274,"Fourth building on the campus. CURRENT: CORE/SHELL 3-STORY FLEX WAREHOUSE AND COMMERCIAL OFFICE, FUTURE PURPOSE OF SPACE: 3-STORY SINGLE TENANT COMPUTER DATA CENTER.",Leesburg,Issued,353319.0,,,,193178229000,,BLDC-2024-041274,1 42590 DR,1738299600000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-026698,"Phase #4 Low voltage control wiring for building automation systems (BAS). This consists of wiring connections between the control panels and the devices and equipment that monitor the temperature, pressure and humidity of the building and rooms. Work involves connecting plenum rated RS-485 communication wire, 18 to 22 gauge control wires and ¼” polytube from control panels to multiple temperature and humidity sensors throughout the data center. These control wires will be installed in 3/4""-1"" conduit and/or free hanging in ceiling plenum areas. The low voltage panels and devices will be supplied by the owner. Total number of devices to be connected is 182. Related parent permit is BLDC-2025-002432.",Broad Run,Issued,,,,,089496314001,,ELECC-2025-026698,1 22235 PKWY,1750219200000,Electrical (Commercial)
loudoun_permit,Loudoun County,FIREC-2026-014244,New 2 story Data Center - Phase 8,Dulles,Issued,,,,,096183926000,,FIREC-2026-014244,1 25190 DR,1783656000000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,BLDC-2026-013228,Data Center Architectural and Structural Tenant Fit-Out for Phase 14 of the data center. There are a total of 18 phases in this project.,Leesburg,Issued,19412.0,,,,193281883000,,BLDC-2026-013228,1 42376 DR,1777262400000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-030017,Tenant office fitout in existing data center (3rd Floor) - LV Fire Alarm,Sterling,Issued,,,,,044155625000,,ELECC-2026-030017,1 22280 DR,1784088000000,Electrical (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-010227,Phase 1 Tenant Interiors buildout of the LC11 Data Center building. Phase 1 includes mechanical and electrical rooms and equipment on Levels 1 - 3 to support turnover of 1 of 4 Data Halls.,Broad Run,Issued,,,,,089496314001,,PLUMC-2025-010227,1 22235 PKWY,1747800000000,Plumbing (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-026226,New data center build. Phase 17,Sterling,Issued,,,,,122207249000,,ZONC-2025-026226,1 43855 PLZ,1777521600000,Zoning (Commercial)
loudoun_permit,Loudoun County,ZONC-2025-023592,New Data Center Construction,Dulles,Issued,,,,,096183926000,,ZONC-2025-023592,1 25410 DR,1757908800000,Zoning (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-029746,FULL APPROVAL New build 2-story 96MW data center on existing campus for CloudHQ. Will include mainly data hall spaces with both cloud and tenant admin spaces. Includes rooftop platform for air-cooled chillers and generator penthouse spaces.,Sterling,Issued,1030408.0,,,,062257134000,,BLDC-2025-029746,1 22190 PKWY,1760414400000,Building (Commercial)
loudoun_permit,Loudoun County,FIREC-2026-014234,New 2 story Data Center - Phase 02,Dulles,Issued,,,,,096183926000,,FIREC-2026-014234,1 25190 DR,1783656000000,Fire Protection (Commercial)
loudoun_permit,Loudoun County,MECHC-2025-052200,"New construction, 2 story, 96 MW data center on existing CloudHQ campus. Permit for Underground Fuel Oil & Urea systems. Fuel oil system includes storage tanks, transfer pumps, and fuel oil piping. Urea system includes storage tanks and urea piping.",Sterling,Issued,,,,,062257134000,,MECHC-2025-052200,1 22190 PKWY,1763614800000,Mechanical (Commercial)
loudoun_permit,Loudoun County,ZONC-2024-042367,Data Center Architectural and Structural Tenant Fit-Out for Phase 9,Leesburg,Issued,,,,,193276668000,,ZONC-2024-042367,1 20575 DR,1732078800000,Zoning (Commercial)
loudoun_permit,Loudoun County,PLUMC-2025-008102,"Connection of three 2"" Industrial Water (IW) pipes to existing 4"" IW line for AHU's and 3 Heat pump condensate drain lines to existing floor sink in existing Data Center; Phase 1 of 2.",Broad Run,Issued,,,,,059309091000,,PLUMC-2025-008102,1 20945 PKWY,1741838400000,Plumbing (Commercial)
loudoun_permit,Loudoun County,PLUMC-2024-043665,data center complex and associated infrastructure,Sterling,Issued,,,,,043175778000,,PLUMC-2024-043665,1 45870 PLZ,1738299600000,Plumbing (Commercial)
loudoun_permit,Loudoun County,BLDC-2025-009463,"Construction of ""SDC Fitout Scope No.1"" within the new construction of a 3-story data center Core-&-Shell building. The new construction data center ""Core-&-Shell"" is currently under review by Loudoun County under permit case number BLDC-2025-009449. Marked-up colored drawings are provided under this permit and similarly under the BLDC-2025-009449 permit to clearly delineate the ""Core-&-Shell"" scopes versus the ""SDC Fitout Scope No.1"" scopes. Scanned under BLDC-2025-009449. electronic copy",Loudoun County,Issued,,,,,113163850000,,BLDC-2025-009463,1 19560 LN,1775534400000,Building (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-012934,SABEY DATA CENTER - BUILDING A TEMPORARY POWER PERMIT,Broad Run,Issued,,,,,088392214000,,ELECC-2025-012934,1 21735 DR,1743393600000,Electrical (Commercial)
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,062265030000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,089496314000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,062256361000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,088195276000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,089496246000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,VSMP-2024-000089,LC11 & LC12 Data Center - THE SUBJECT OF THIS APPLICATION CONSISTS OF THE DESIGN OF TWO THREE-STORY DATA CENTER BUILDINGS AND ASSOCIATED UTILITIES AND INFRASTRUCTURE.,Broad Run,Issued,,,,,089496523000,,VSMP-2024-000089,22235 PKWY,1737608400000,VESMP
loudoun_permit,Loudoun County,MECHC-2025-020538,Phase 2 Tenant Interiors buildout of the LC11 Data Center building. Phase 2 includes mechanical and electrical rooms and equipment on Level 3 to support turnover of 1 of 2 Data Halls on Level 3.,Broad Run,Issued,,,,,089496314001,,MECHC-2025-020538,1 22235 PKWY,1747713600000,Mechanical (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-004794,"Data Center Tenant Fitout Construction - Phase 01 C2 - Includes outdoor 2800kVA padmount transformer and 2750kW generator, indoor switchboard is rated for 4000A",Dulles,Issued,,,,,096183926000,,ELECC-2026-004794,1 25190 DR,1772686800000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-032830,low voltage for HVAC controls for Data Center Architectural and Structural Tenant Fit-Out for Phase 6,Leesburg,Issued,,,,,193274995000,,ELECC-2025-032830,1 20335 DR,1753934400000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2026-023718,Tenant fitout in existing data center (DH2100) LV Telecommunications,Sterling,Issued,,,,,044155625000,,ELECC-2026-023718,1 22280 DR,1779336000000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-007767,MICROSOFT IAD05 Data Center - Low Voltage Permit - COLO5,Leesburg,Issued,,,,,235297431000,,ELECC-2025-007767,1 41785 LN,1742270400000,Electrical (Commercial)
loudoun_permit,Loudoun County,ELECC-2025-011183,Data Center Architectural and Structural Tenant Fit-Out for Phase 7; USB 3.3B SERVICE,Leesburg,Issued,,,,,193274995000,,ELECC-2025-011183,1 20335 DR,1745467200000,Electrical (Commercial)
