source,locality,name,operator,operator_confidence,operator_raw,operator_osm,osm_ref,status,sq_ft,mw,utility,utility_confidence,utility_candidates,utility_boundary_m,self_generation,self_generation_source,parcel_id,zoning_case,lon,lat
loudoun_existing,Loudoun County,DOWNS INDUSTRIAL PARK,Amazon Web Services,osm_tag,DCT DULLES DOWNS LLC,Amazon Web Services,IAD88,BUILT,287460,,Dominion (VEPCO),unambiguous,,1381,yes (air permit),DEQ 74247 [operating],045282657000,,-77.441369,38.991209
loudoun_existing,Loudoun County,ASHBURN CENTER NORTH,DataBank,osm_tag,,DataBank,IAD1,BUILT,280088,,Dominion (VEPCO),unambiguous,,2832,yes (air permit),DEQ 73935 [operating],088381462000,ZMAP-1988-0270,-77.482464,39.015606
loudoun_existing,Loudoun County,,Prologis,matched_osm_differs,PROLOGIS,Amazon Web Services,Amazon IAD51,BUILT,143337,,Dominion (VEPCO),unambiguous,,1323,yes (air permit),DEQ 74063 [operating],045391908000,,-77.436737,38.99102
loudoun_existing,Loudoun County,ASHBURN TECHNOLOGY PARK,Sabey,matched,INTERGATE ASHBURN I LLC,Sabey Data Centers,,UNDER CONSTRUCTION,324000,,Dominion (VEPCO),unambiguous,,2617,yes (air permit),DEQ 73935 [operating],088392214000,ZMAP-1988-0270,-77.476937,39.013824
loudoun_existing,Loudoun County,VANTAGE DATA CENTER - VA3,Vantage,matched,,,,BUILT,385398,,Dominion (VEPCO),unambiguous,,2051,yes (air permit),DEQ 74284 [operating],113272390000,,-77.505509,39.077271
loudoun_existing,Loudoun County,DULLES BERRY (DUPONT FABROS 3),Digital Realty,matched_osm_differs,DARAB VENTURES ONE LLC,CloudHQ,LC4,UNDER CONSTRUCTION,616650,,Dominion (VEPCO),unambiguous,,1382,yes (air permit),DEQ 74234 [operating],089208954000,ZMAP-1986-0056,-77.472568,39.001847
loudoun_existing,Loudoun County,ASHBURN TECHNOLOGY PARK,Sabey,matched,INTERGATE ASHBURN I LLC,Sabey Data Centers,,BUILT,580498,,Dominion (VEPCO),unambiguous,,2744,yes (air permit),DEQ 73935 [operating],088389930000,ZMAP-1988-0270,-77.479088,39.014993
loudoun_existing,Loudoun County,KINCORA,CyrusOne,osm_tag,UNIT OWNERS-GENERAL COMMON ELEMENT,CyrusOne,NVA5,BUILT,516426,,Dominion (VEPCO),unambiguous,,4757,yes (air permit),DEQ 74114 [operating],042394385000,ZMAP-2008-0021,-77.434306,39.025032
loudoun_existing,Loudoun County,NORTHWOODS,Amazon (AWS),matched,AMAZON DATA SERVICES INC,,,UNDER CONSTRUCTION,1334306,,NOVEC (co-op),unambiguous,,481,yes (air permit),DEQ 74323 [planned],122207249000,ZMAP-1988-0200,-77.494591,38.979947
loudoun_existing,Loudoun County,DULLES 28 TECHNOLOGY PARK,LONG DRIVE LAND CO LLC,unresolved,LONG DRIVE LAND CO LLC,,,UNDER CONSTRUCTION,254174,,Dominion (VEPCO),unambiguous,,3527,,,043176560000,ZMAP-2020-0015,-77.44162,39.009996
loudoun_existing,Loudoun County,DULLES 28 TECHNOLOGY PARK,LONG DRIVE LAND CO LLC,unresolved,LONG DRIVE LAND CO LLC,,,UNDER CONSTRUCTION,254144,,Dominion (VEPCO),unambiguous,,3281,yes (air permit),DEQ 74079 [operating],043171795000,ZMAP-2020-0015,-77.44335,39.008209
loudoun_existing,Loudoun County,45865 MARIES ROAD,CyrusOne,osm_tag,MECP 1 ASHBURN 2 LLC,CyrusOne,NVA8,UNDER CONSTRUCTION,416115,,Dominion (VEPCO),unambiguous,,4821,yes (air permit),DEQ 74306 [planned],030292034000,ZMAP-2021-0014,-77.414962,39.021872
loudoun_existing,Loudoun County,BROAD RUN TECHNOLOGY PARK,QTS,matched_osm_differs,QTS INVESTMENT PROPERTIES ASHBURN LLC,Quality Technology Services,DC2,UNDER CONSTRUCTION,189890,,Dominion (VEPCO),unambiguous,,2055,yes (air permit),DEQ 73757 [operating],044155625000,ZRTD-2016-0004,-77.449163,38.998116
loudoun_existing,Loudoun County,LOUDOUN METRO,CloudHQ,osm_tag,CONDOMINIUM COMMON ELEMENT,CloudHQ,LC14,UNDER CONSTRUCTION,478908,,Dominion (VEPCO),unambiguous,,1805,yes (air permit),DEQ 74234 [operating],089496314000,ZMAP-1998-0003,-77.476728,39.006496
loudoun_existing,Loudoun County,ASHBURN CORPORATE CENTER,Digital Realty,osm_tag,FOX PROPERTIES LLC,Digital Realty,ACC6,BUILT,611491,,Dominion (VEPCO),unambiguous,,3619,yes (air permit),DEQ 73370 [operating],060170268000,ZRTD-2017-0008,-77.46344,39.020653
loudoun_existing,Loudoun County,ASHBURN CORPORATE CENTER,Digital Realty,osm_tag,ALSHAIN VENTURES LLC,Digital Realty,ACC7,BUILT,446513,,Dominion (VEPCO),unambiguous,,3230,yes (air permit),DEQ 73370 [operating],061467942000,ZRTD-2017-0008,-77.465599,39.017553
loudoun_existing,Loudoun County,ASHBURN CORPORATE CENTER,Digital Realty,osm_tag,GRIZZLY VENTURES LLC,Digital Realty,ACC4,BUILT,286865,,Dominion (VEPCO),unambiguous,,3366,yes (air permit),DEQ 73370 [operating],060178810000,ZRTD-2017-0008,-77.462725,39.017962
loudoun_existing,Loudoun County,BEAUMEADE,Cologix,osm_tag,21673 BEAUMEADE CIRCLE LLC,Cologix,,BUILT,455795,,Dominion (VEPCO),unambiguous,,3567,yes (air permit),DEQ 73643 [operating],060189720000,ZRTD-2017-0016,-77.458899,39.018508
loudoun_existing,Loudoun County,BEAUMEADE,Equinix,matched,EQUINIX LLC,Equinix,DC1,BUILT,296539,,Dominion (VEPCO),unambiguous,,3266,yes (air permit),DEQ 74308 [planned],061483407000,ZMAP-2008-0013,-77.459891,39.01585
loudoun_existing,Loudoun County,ASHBURN TECHNOLOGY PARK (BOS OF LOUDOUN COUNTY),NTT / RagingWire,matched_osm_differs,NTT GLOBAL DATA CENTERS VA LLC,NTT,VA5,BUILT/UNDER CONSTRUCTION,1085670,,Dominion (VEPCO),unambiguous,,3103,yes (air permit),DEQ 74120 [operating],061450432000,ZMAP-1988-0270,-77.471809,39.017718
loudoun_existing,Loudoun County,ASHBURN TECHNOLOGY PARK (BOS OF LOUDOUN COUNTY),NTT / RagingWire,matched_osm_differs,NTT GLOBAL DATA CENTERS VA LLC,NTT,VA8,BUILT,217934,,Dominion (VEPCO),unambiguous,,3213,yes (air permit),DEQ 74252 [operating],087100681000,ZMAP-1988-0270,-77.47526,39.019091
loudoun_existing,Loudoun County,STONEWALL SECURE BUSINESS PARK (LOUDOUN WEST),NOVA BUILDING 4 LLC,unresolved,NOVA BUILDING 4 LLC,,,UNDER CONSTRUCTION,353319,,NOVEC (co-op),unambiguous,,1433,yes (air permit),DEQ 74301 [operating],193178229000,ZMAP-2008-0017,-77.54603,39.053972
loudoun_existing,Loudoun County,STONEWALL SECURE BUSINESS PARK (LOUDOUN WEST),NOVA BUILDING 3 LLC,unresolved,NOVA BUILDING 3 LLC,,,UNDER CONSTRUCTION,413099,,NOVEC (co-op),unambiguous,,1386,yes (air permit),DEQ 74301 [operating],193281883000,ZMAP-2008-0017,-77.544738,39.055424
loudoun_existing,Loudoun County,LE BOURGET BUSINESS PARK,Centersquare,osm_tag,22995 WILDER COURT LLC,Centersquare,IAD3,BUILT,130432,,Dominion (VEPCO),unambiguous,,411,yes (air permit),DEQ 73293 [operating],046368231000,ZMAP-1986-0015,-77.444348,38.981057
loudoun_existing,Loudoun County,EVERGREEN MEADOWS,Yondr,matched,YONDR JK 2 LLC,,,BUILT,335638,,NOVEC (co-op),unambiguous,,680,yes (air permit),DEQ 74265 [operating],203371445000,ZMAP-2005-0036,-77.549818,38.949312
loudoun_existing,Loudoun County,PACIFIC CORPORATE PARK,Digital Realty,osm_tag,PACIFIC-ASHBURN CAMPUS LLC,Digital Realty,IAD42,UNDER CONSTRUCTION,1027499,,Dominion (VEPCO),unambiguous,,2808,yes (air permit),DEQ 74302 [planned],044461959000,ZRTD-2022-0001,-77.446698,39.004784
loudoun_existing,Loudoun County,INOVA HEALTH SYSTEM PLAN,Amazon (AWS),matched,"AMAZON DATA SERVICES, INC",,,UNDER CONSTRUCTION,429213,,NOVEC (co-op),unambiguous,,434,yes (air permit),DEQ 74337 [planned],203170856000,ZMAP-2005-0036,-77.550088,38.944903
loudoun_existing,Loudoun County,BEAUMEADE,Equinix,osm_tag,DIGITAL FILIGREE LLC,Equinix,DC21,UNDER CONSTRUCTION,336544,,Dominion (VEPCO),unambiguous,,3256,yes (air permit),DEQ 74308 [planned],061394321000,ZMAP-2006-0022,-77.456498,39.014039
loudoun_existing,Loudoun County,BELMONT INNOVATION STATION,LOUDOUN PROP 7 LLC,unresolved,LOUDOUN PROP 7 LLC,,,UNDER CONSTRUCTION,243984,,Dominion (VEPCO),unambiguous,,1724,yes (air permit),DEQ 74321 [planned],113167503000,ZMAP-2022-0021,-77.508864,39.075773
loudoun_existing,Loudoun County,1501 MORAN ROAD,Quality Technology Services,osm_tag,1501 MORAN ROAD DEVELOPMENT OWNER LLC,Quality Technology Services,,UNDER CONSTRUCTION,245801,,Dominion (VEPCO),unambiguous,,1911,yes (air permit),DEQ 74315 [planned],045465016000,ZRTD-2021-0008,-77.445883,38.995074
loudoun_existing,Loudoun County,TALL OAKS,Centersquare,osm_tag,MARIES TECH PARK II LLC,Centersquare,IAD1-B,UNDER CONSTRUCTION,218112,,Dominion (VEPCO),unambiguous,,4765,yes (air permit),DEQ 74306 [planned],030286764000,ZRTD-2017-0007,-77.416835,39.022633
loudoun_existing,Loudoun County,DIGITAL STERLING PREMEIRE,Digital Realty,osm_tag,DIGITAL GOLD STERLING LLC,Digital Realty,IAD55,BUILT,180355,,Dominion (VEPCO),unambiguous,,1416,yes (air permit),DEQ 74264 [operating],045399350000,ZRTD-2016-0003,-77.434241,38.992863
loudoun_existing,Loudoun County,PROJECT ASPEN,HAYDEN TECHNOLOGIES LLC,unresolved,HAYDEN TECHNOLOGIES LLC,,,BUILT,920133,,NOVEC (co-op),unambiguous,,444,yes (air permit),DEQ 74163 [operating],194498227000,ZMAP-2008-0017,-77.535153,39.051221
loudoun_existing,Loudoun County,PROJECT NOVA,SDC ASHBURN I LLC,unresolved,SDC ASHBURN I LLC,,,UNDER CONSTRUCTION,1063133,,Dominion (VEPCO),unambiguous,,1461,yes (air permit),DEQ 74335 [planned],063479549000,,-77.460748,38.995585
loudoun_existing,Loudoun County,H&M PROPERTY,Amazon (AWS),matched,AMAZON DATA SERVICES INC,Amazon Web Services,,UNDER CONSTRUCTION,768211,,Dominion (VEPCO),unambiguous,,257,yes (air permit),DEQ 74250 [operating],096183926000,ZMAP-2019-0017,-77.484504,38.920898
loudoun_existing,Loudoun County,BEAUMEADE,Equinix,matched,EQUINIX LLC,Equinix,DC21,BUILT,399216,,Dominion (VEPCO),unambiguous,,3213,yes (air permit),DEQ 74189 [operating],061200160000,ZRTD-2015-0005,-77.454557,39.01237
loudoun_existing,Loudoun County,PROJECT NOVA,Amazon Web Services,osm_tag,SDC ASHBURN ALPHA I LLC,Amazon Web Services,IAD162,BUILT,531592,,Dominion (VEPCO),unambiguous,,886,yes (air permit),DEQ 74214 [operating],062159785000,ZMAP-2019-0002,-77.471687,38.996244
loudoun_existing,Loudoun County,PROJECT NOVA,STACK Infrastructure,matched,STACK BROAD RUN HOLDINGS LLC,,,UNDER CONSTRUCTION,738961,,Dominion (VEPCO),unambiguous,,1674,yes (air permit),DEQ 74335 [planned],062275493000,,-77.463188,38.99947
loudoun_existing,Loudoun County,TECH PARK AT BRAMBLETON,TECH PARK AT BRAMBLETON LLC,unresolved,TECH PARK AT BRAMBLETON LLC,,,UNDER CONSTRUCTION,858426,,NOVEC (co-op),unambiguous,,433,,,161258590000,,-77.534639,38.957244
loudoun_existing,Loudoun County,,CloudHQ,osm_tag,DARAB VENTURES TWO LLC,CloudHQ,LC8,UNDER CONSTRUCTION,517618,,Dominion (VEPCO),unambiguous,,1438,yes (air permit),DEQ 74234 [operating],062257134000,,-77.469692,39.001273
loudoun_existing,Loudoun County,,,none,,,,UNDER CONSTRUCTION,243984,,Dominion (VEPCO),unambiguous,,1619,yes (air permit),DEQ 74321 [planned],113162785000,,-77.508942,39.074418
loudoun_existing,Loudoun County,PROJECT ASPEN,Google,osm_tag,HAYDEN TECHNOLOGIES LLC,Google,,BUILT,920133,,NOVEC (co-op),unambiguous,,825,yes (air permit),DEQ 74163 [operating],194498227000,ZMAP-2008-0017,-77.53957,39.051688
loudoun_existing,Loudoun County,LOUDOUN METRO,CloudHQ,osm_tag,CONDOMINIUM COMMON ELEMENT,CloudHQ,LC11,UNDER CONSTRUCTION,478908,,Dominion (VEPCO),unambiguous,,1967,,,089496314000,ZMAP-1998-0003,-77.476236,39.00792
loudoun_existing,Loudoun County,,Aligned,matched_osm_differs,ALIGNED ENERGY,Equinix,DC13,BUILT,46600,,Dominion (VEPCO),unambiguous,,2565,yes (air permit),DEQ 74120 [operating],088205761000,,-77.473551,39.013057
loudoun_existing,Loudoun County,,Aligned,matched,ALIGNED ENERGY,Aligned,IAD-01,BUILT,55900,,Dominion (VEPCO),unambiguous,,2618,yes (air permit),DEQ 74120 [operating],088209173000,,-77.472351,39.013362
pw_building,Prince William County,Iron Mountain Data Center VA-1,Iron Mountain,matched,,Iron Mountain,VA-1,Completed,165230,,NOVEC (co-op),unambiguous,,1953,yes (air permit),DEQ 74112 [operating],7596-47-5780,,-77.547384,38.777742
pw_building,Prince William County,Iron Mountain Data Center VA-2,Iron Mountain,matched,,Iron Mountain,VA-2,Completed,211000,,NOVEC (co-op),unambiguous,,1909,yes (air permit),DEQ 74112 [operating],7596-57-4735,,-77.546263,38.776994
pw_building,Prince William County,Iron Mountain Data Center VA-3,Iron Mountain,matched,,Iron Mountain,VA-3,Completed,304654,,NOVEC (co-op),unambiguous,,1765,yes (air permit),DEQ 74112 [operating],7596-56-1578,,-77.544918,38.775229
pw_building,Prince William County,Iron Mountain Data Center VA-4,Iron Mountain,matched,,Iron Mountain,,Completed,182032,,NOVEC (co-op),unambiguous,,1793,yes (air permit),DEQ 74278 [operating],7596-66-0725,,-77.542124,38.774453
pw_building,Prince William County,Iron Mountain Data Center VA-5,Iron Mountain,matched,,Iron Mountain,,Completed,220134,,NOVEC (co-op),unambiguous,,1713,yes (air permit),DEQ 74278 [operating],7596-66-0725,,-77.541138,38.773118
pw_building,Prince William County,Iron Mountain Data Center VA-6,Iron Mountain,matched,,Iron Mountain,,Completed,213000,,NOVEC (co-op),unambiguous,,1447,,,7596-64-9220,,-77.53893,38.76812
pw_building,Prince William County,Iron Mountain Data Center VA-7,Iron Mountain,matched,,Iron Mountain,,Completed,290307,,NOVEC (co-op),unambiguous,,1961,yes (air permit),DEQ 74278 [operating],7596-66-8266,,-77.539951,38.775181
pw_building,Prince William County,Iron Mountain Data Center VA-8/9,Iron Mountain,matched,,Iron Mountain,,Planned,347183,,NOVEC (co-op),unambiguous,,1510,yes (air permit),DEQ 74278 [operating],7596-55-9338,,-77.54265,38.77171
pw_building,Prince William County,Amazon AWS IAD-74 Manassas,Amazon (AWS),matched,,Amazon Web Services,IAD74,Completed,146962,,NOVEC (co-op),unambiguous,,1835,yes (air permit),DEQ 74081 [operating],7596-17-3979,,-77.55785,38.777469
pw_building,Prince William County,Amazon AWS IAD-73 Manassas,Amazon (AWS),matched,,Amazon Web Services,IAD73,Completed,146962,,NOVEC (co-op),unambiguous,,1895,yes (air permit),DEQ 74081 [operating],7596-17-3979,,-77.559129,38.777968
pw_building,Prince William County,South Point Phase II Building A,Amazon Web Services,osm_tag,,Amazon Web Services,IAD74,Completed,265000,,NOVEC (co-op),unambiguous,,1779,yes (air permit),DEQ 74081 [operating],7596-27-0053,,-77.556903,38.777057
pw_building,Prince William County,South Point Phase II Building B,Amazon Web Services,osm_tag,,Amazon Web Services,IAD74,Under Construction,265000,,NOVEC (co-op),unambiguous,,1661,yes (air permit),DEQ 74081 [operating],7596-16-5979,,-77.557248,38.775957
pw_building,Prince William County,Amazon Bethlehem Technology Park DC23,Amazon (AWS),matched,,Amazon Web Services,IAD96,Completed,147530,,NOVEC (co-op),unambiguous,,2451,yes (air permit),DEQ 74115 [operating],7596-58-8732,,-77.539795,38.780184
pw_building,Prince William County,Amazon Bethlehem Technology Park DC18,Amazon (AWS),matched,,Amazon Web Services,IAD95,Completed,211816,,NOVEC (co-op),unambiguous,,2309,yes (air permit),DEQ 74115 [operating],7596-58-8732,,-77.539409,38.778582
pw_building,Prince William County,Amazon Bethlehem Technology Park DC19,Amazon (AWS),matched,,Amazon Web Services,IAD85,Completed,147530,,NOVEC (co-op),unambiguous,,2298,yes (air permit),DEQ 74115 [operating],7596-58-8732,,-77.541713,38.77937
pw_building,Prince William County,Amazon Bethlehem Technology Park DC20,Amazon (AWS),matched,,Amazon Web Services,IAD75,Completed,211816,,NOVEC (co-op),unambiguous,,2257,yes (air permit),DEQ 74115 [operating],7596-58-8732,,-77.542783,38.779327
pw_building,Prince William County,Amazon AWS IAD-107,Amazon (AWS),matched,,Amazon Web Services,,Completed,216067,,NOVEC (co-op),unambiguous,,253,yes (air permit),DEQ 74240 [operating],7695-36-1324,PLN2007-0074,-77.516429,38.746779
pw_building,Prince William County,Amazon AWS IAD-106,Amazon (AWS),matched,,Amazon Web Services,IAD106,Completed,233757,,NOVEC (co-op),unambiguous,,334,yes (air permit),DEQ 74240 [operating],7695-26-7645,PLN2007-0074,-77.517769,38.746959
pw_building,Prince William County,Amazon AWS IAD-105,Amazon (AWS),matched,,Amazon Web Services,IAD105,Completed,223757,,NOVEC (co-op),unambiguous,,416,yes (air permit),DEQ 74240 [operating],7695-26-4469,PLN2007-0074,-77.518876,38.747627
pw_building,Prince William County,Amazon AWS IAD-104,Amazon (AWS),matched,,Amazon Web Services,IAD104,Completed,213320,,NOVEC (co-op),unambiguous,,500,yes (air permit),DEQ 74240 [operating],7695-17-9607,PLN2007-0074,-77.520056,38.748312
pw_building,Prince William County,QTS Manassas DC6,QTS,matched_osm_differs,,Quality Technology Services,,Under Construction,199720,,NOVEC (co-op),unambiguous,,157,,,7695-47-3376,,-77.513046,38.749819
pw_building,Prince William County,QTS Manassas DC5,QTS,matched_osm_differs,,Quality Technology Services,,Completed,310000,,NOVEC (co-op),unambiguous,,726,yes (air permit),DEQ 74246 [operating],7695-39-0644,,-77.516508,38.754794
pw_building,Prince William County,QTS Manassas DC1,QTS,matched_osm_differs,,Quality Technology Services,,Completed,121028,,NOVEC (co-op),unambiguous,,401,,,7695-48-1668,,-77.513142,38.753484
pw_building,Prince William County,QTS Manassas DC3,QTS,matched_osm_differs,,Quality Technology Services,,Completed,269091,,NOVEC (co-op),unambiguous,,228,,,7695-58-1491,,-77.510547,38.753754
pw_building,Prince William County,QTS Manassas DC2,QTS,matched_osm_differs,,Quality Technology Services,,Under Construction,136228,,NOVEC (co-op),unambiguous,,351,,,7695-48-5650,,-77.512469,38.753475
pw_building,Prince William County,QTS Manassas DC4,QTS,matched_osm_differs,,Quality Technology Services,,Under Construction,350000,,NOVEC (co-op),unambiguous,,507,,,7695-38-4851,,-77.516055,38.751972
pw_building,Prince William County,Amazon AWS IAD-130,Amazon (AWS),matched,,Amazon Web Services,IAD130,Completed,204211,,NOVEC (co-op),unambiguous,,1229,yes (air permit),DEQ 74171 [operating],7696-21-7764,,-77.51894,38.760212
pw_building,Prince William County,Amazon AWS IAD-131,Amazon (AWS),matched,,Amazon Web Services,IAD131,Completed,204211,,NOVEC (co-op),unambiguous,,1239,yes (air permit),DEQ 74171 [operating],7696-21-7764,,-77.518448,38.760967
pw_building,Prince William County,TPC Data Centers,TPC Data Centers,matched,,,,Completed,361500,,NOVEC (co-op),unambiguous,,1050,yes (air permit),DEQ 74291 [planned],7696-42-1559,REZ2024-00008,-77.513817,38.763452
pw_building,Prince William County,Stack Northern Virginia NVA05B,STACK Infrastructure,matched,,,,Under Construction,261558,,NOVEC (co-op),unambiguous,,956,yes (air permit),DEQ 74246 [operating],7696-31-9262,REZ2024-00009,-77.514513,38.76104
pw_building,Prince William County,Stack Northern Virginia NVA05C,STACK Infrastructure,matched,,,,Under Construction,179320,,NOVEC (co-op),unambiguous,,721,yes (air permit),DEQ 74291 [planned],7696-41-6854,REZ2024-00042,-77.51185,38.760365
pw_building,Prince William County,Stack Northern Virginia NVA05A,STACK Infrastructure,matched_osm_differs,,Amazon Web Services,IAD131,Completed,270540,,NOVEC (co-op),unambiguous,,966,yes (air permit),DEQ 74246 [operating],7696-30-4783,REZ2024-00009,-77.516691,38.758568
pw_building,Prince William County,Stack Northern Virginia NVA05E,STACK Infrastructure,matched,,,,Planned,326500,,NOVEC (co-op),unambiguous,,1488,yes (air permit),DEQ 74291 [planned],7696-33-1105,REZ2023-00026,-77.518289,38.765295
pw_building,Prince William County,Amazon AWS IAD-77,Amazon (AWS),matched,,Amazon Web Services,,Completed,247608,,NOVEC (co-op),unambiguous,,162,yes (air permit),DEQ 73683 [operating],7595-96-0662,PLN2007-00535,-77.532475,38.747154
pw_building,Prince William County,Amazon AWS IAD - Thomasson Barn 1,Amazon (AWS),matched,,Amazon Web Services,IAD132,Completed,149404,,Dominion (VEPCO),unambiguous_near_boundary,,88,yes (air permit),DEQ 74167 [operating],7595-95-6147,,-77.53057,38.743837
pw_building,Prince William County,Amazon AWS IAD - Thomasson Barn 2,Amazon (AWS),matched,,Amazon Web Services,IAD133,Completed,202626,,Dominion (VEPCO),unambiguous,,157,yes (air permit),DEQ 74167 [operating],7595-95-6147,,-77.529097,38.744061
pw_building,Prince William County,Stack Northern Virginia NVA02A,STACK Infrastructure,matched_osm_differs,,Amazon Web Services,,Completed,224592,,NOVEC (co-op),unambiguous_near_boundary,,81,yes (air permit),DEQ 74224 [operating],7595-85-6929,,-77.533468,38.743032
pw_building,Prince William County,Stack Northern Virginia NVA02B,STACK Infrastructure,matched_osm_differs,,Amazon Web Services,,Completed,217502,,NOVEC (co-op),unambiguous,,150,yes (air permit),DEQ 74224 [operating],7595-85-3742,,-77.533304,38.744134
pw_building,Prince William County,Stack Northern Virginia NVA02C,STACK Infrastructure,matched_osm_differs,,Amazon Web Services,,Completed,14160,,NOVEC (co-op),unambiguous_near_boundary,,142,yes (air permit),DEQ 74224 [operating],7595-85-6929,,-77.533179,38.744956
pw_building,Prince William County,Stack Northern Virginia NVA02D,STACK Infrastructure,matched_osm_differs,,Amazon Web Services,,Completed,281000,,NOVEC (co-op),unambiguous,,417,yes (air permit),DEQ 74224 [operating],7595-76-6544.00,,-77.536262,38.746311
pw_building,Prince William County,Stack Northern Virginia NVA02G,STACK Infrastructure,matched,,,,Under Construction,185803,,NOVEC (co-op),unambiguous,,598,yes (air permit),DEQ 74224 [operating],7595-76-2590,,-77.537793,38.748081
pw_building,Prince William County,Stack Northern Virginia NVA02E,STACK Infrastructure,matched,,,,Completed,261686,,NOVEC (co-op),unambiguous,,397,,,7595-65-9789.00,,-77.539255,38.744989
pw_building,Prince William County,Stack Northern Virginia NVA02H,STACK Infrastructure,matched,,,,Under Construction,256280,,NOVEC (co-op),unambiguous,,434,yes (air permit),DEQ 74352 [planned],7595-54-7478,REZ2019-00034,-77.544295,38.74288
pw_building,Prince William County,Stack Northern Virginia NVA02I,STACK Infrastructure,matched,,,,Under Construction,256212,,NOVEC (co-op),unambiguous,,493,yes (air permit),DEQ 74352 [planned],7595-54-7478,REZ2019-00034,-77.542643,38.743449
pw_building,Prince William County,Stack Northern Virginia NVA02F,STACK Infrastructure,matched,,,,Under Construction,367927,,NOVEC (co-op),unambiguous,,300,,,7595-75-3611,,-77.53887,38.744147
pw_building,Prince William County,Amazon AWS IAD-100,Amazon (AWS),matched,,Amazon Web Services,IAD100,Completed,212017,,Dominion (VEPCO),unambiguous,,417,yes (air permit),DEQ 74129 [operating],7695-62-8723,REZ2018-00002,-77.506488,38.734547
pw_building,Prince William County,Amazon AWS IAD-103,Amazon (AWS),matched,,Amazon Web Services,IAD103,Completed,153582,,Dominion (VEPCO),unambiguous_near_boundary,,83,yes (air permit),DEQ 74129 [operating],7695-62-8723,REZ2018-00002,-77.503929,38.736921
pw_building,Prince William County,Amazon AWS IAD-101,Amazon (AWS),matched,,Amazon Web Services,IAD101,Completed,214796,,Dominion (VEPCO),unambiguous,,303,yes (air permit),DEQ 74129 [operating],7695-62-8723,REZ2018-00002,-77.505382,38.735265
pw_building,Prince William County,Amazon AWS IAD-102,Amazon (AWS),matched,,Amazon Web Services,IAD102,Completed,214796,,Dominion (VEPCO),unambiguous,,207,yes (air permit),DEQ 74129 [operating],7695-62-8723,REZ2018-00002,-77.504868,38.736034
pw_building,Prince William County,CloudHQ Manassas Corporate Center 2,CloudHQ,matched,,CloudHQ,MCC2,Completed,392565,,Dominion (VEPCO),unambiguous,,540,yes (air permit),DEQ 74107 [operating],7694-87-3694,,-77.498972,38.723276
pw_building,Prince William County,CloudHQ Manassas Corporate Center 1,CloudHQ,matched,,CloudHQ,MCC1,Completed,460248,,Dominion (VEPCO),unambiguous,,1177,yes (air permit),DEQ 74107 [operating],7694-85-3066,,-77.500543,38.716575
pw_building,Prince William County,CloudHQ Manassas Corporate Center 6A,CloudHQ,matched,,CloudHQ,MCC3,Under Construction,317944,,Dominion (VEPCO),unambiguous,,1000,yes (air permit),DEQ 74107 [operating],7694-95-7303.00,,-77.494764,38.715086
pw_building,Prince William County,CloudHQ Manassas Corporate Center 3,CloudHQ,matched,,,,Planned,317944,,Dominion (VEPCO),unambiguous,,637,,,7794-06-4463,,-77.49301,38.719906
pw_building,Prince William County,CloudHQ Manassas Corporate Center 4,CloudHQ,matched,,,,Planned,252309,,Dominion (VEPCO),unambiguous,,805,yes (air permit),DEQ 74107 [operating],7694-96-2732,,-77.496285,38.718715
pw_building,Prince William County,CloudHQ Manassas Corporate Center 5,CloudHQ,matched,,,,Planned,317944,,Dominion (VEPCO),unambiguous,,1285,,,7694-84-2446,,-77.500074,38.71342
pw_building,Prince William County,CloudHQ Manassas Corporate Center 7,CloudHQ,matched,,CloudHQ,MCC2,Under Review,343283,,Dominion (VEPCO),unambiguous,,774,yes (air permit),DEQ 74107 [operating],7694-87-2108,REZ2024-00025,-77.500238,38.721049
pw_building,Prince William County,Manassas Tech Center Building A,Manassas Tech Center Building A,unresolved,,,,Under Construction,220132,,NOVEC (co-op),unambiguous,,995,yes (air permit),DEQ 74333 [planned],7596-61-8378.00,,-77.539339,38.761305
pw_building,Prince William County,DLR IAD-51,Digital Realty,matched_osm_differs,,Amazon Web Services,IAD101,Under Construction,801246,,Dominion (VEPCO),unambiguous,,229,yes (air permit),DEQ 74262 [operating],7695-53-7717,REZ2018-00002,-77.50783,38.736926
pw_building,Prince William County,DLR IAD-50,Digital Realty,matched_osm_differs,,Amazon Web Services,IAD101,Under Construction,816374,,Dominion (VEPCO),unambiguous_near_boundary,,136,yes (air permit),DEQ 74262 [operating],7695-53-7717,REZ2018-00002,-77.50903,38.738298
pw_building,Prince William County,CloudHQ Manassas Data Center 2,CloudHQ,matched_osm_differs,,Amazon Web Services,IAD100,Under Construction,523151,,Dominion (VEPCO),unambiguous,,769,yes (air permit),DEQ 74118 [planned],7695-50-2882,REZ2018-00001,-77.509809,38.732287
pw_building,Prince William County,CloudHQ Manassas Data Center 1,CloudHQ,matched,,,,Under Construction,597947,,Dominion (VEPCO),unambiguous,,858,yes (air permit),DEQ 74118 [planned],7695-50-9420,REZ2018-00001,-77.508141,38.730772
pw_building,Prince William County,Stack Northern Virginia NVA02J,STACK Infrastructure,matched,,,,Under Construction,201000,,NOVEC (co-op),unambiguous,,314,yes (air permit),DEQ 74352 [planned],7595-54-7478,REZ2019-00034,-77.542755,38.740529
