provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
131019,Peace Valley Telephone Company,72,LBR Fixed Wireless,313,349,313,349
131021,The Peetz Cooperative Telephone Company,50,Fiber to the Premises,246,250,246,250
131021,The Peetz Cooperative Telephone Company,70,Unlicensed Fixed Wireless,1270,1320,1270,1320
131023,"Pembroke Telephone Company, Inc.",50,Fiber to the Premises,8161,9038,8161,9038
131024,Pembroke Telephone Cooperative,10,Copper,1745,1786,1745,1786
131024,Pembroke Telephone Cooperative,50,Fiber to the Premises,2110,2291,2110,2291
131025,"Penasco Valley Telephone Cooperative, Inc.",10,Copper,2481,2730,2481,2730
131025,"Penasco Valley Telephone Cooperative, Inc.",40,Cable,8632,10075,8632,10075
131025,"Penasco Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,2947,3721,2947,3721
131025,"Penasco Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,9520,11109,9520,11109
131026,"Pencor Services, Inc.",10,Copper,3495,3677,3495,3677
131026,"Pencor Services, Inc.",40,Cable,183744,208087,631415,767690
131026,"Pencor Services, Inc.",50,Fiber to the Premises,71566,79720,101635,116059
131027,Pennsylvania Telephone Company,10,Copper,245,253,44,44
131027,Pennsylvania Telephone Company,50,Fiber to the Premises,917,990,204,211
131029,"Peoples Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,18266,18793,18266,18793
131030,"Peoples Telecommunications, LLC",10,Copper,241,241,241,241
131030,"Peoples Telecommunications, LLC",50,Fiber to the Premises,4688,5076,4688,5076
131031,Peoples Telephone Cooperative,10,Copper,21322,21807,21322,21807
131031,Peoples Telephone Cooperative,50,Fiber to the Premises,54161,60126,82920,93938
131031,Peoples Telephone Cooperative,70,Unlicensed Fixed Wireless,16748,17874,16748,17874
131031,Peoples Telephone Cooperative,71,Licensed Fixed Wireless,114979,122620,114979,122620
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,22676,24109,22676,24109
131034,Phillips County Telephone Company,40,Cable,951,1065,951,1065
131034,Phillips County Telephone Company,50,Fiber to the Premises,2858,3255,2858,3255
131034,Phillips County Telephone Company,71,Licensed Fixed Wireless,55,61,55,61
131034,Phillips County Telephone Company,72,LBR Fixed Wireless,573,592,573,592
131036,"Piedmont Rural Telephone Cooperative, Inc.",10,Copper,3782,4605,3782,4605
131036,"Piedmont Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,17471,19694,17471,19694
131037,"Pierce Telecommunications, Inc.",10,Copper,1664,1685,1664,1685
131037,"Pierce Telecommunications, Inc.",50,Fiber to the Premises,1118,1201,1118,1201
131038,Pine Belt Communications Co. Inc.,0,Other,0,0,1,1
131038,Pine Belt Communications Co. Inc.,40,Cable,2807,3294,2807,3294
131038,Pine Belt Communications Co. Inc.,50,Fiber to the Premises,6481,7429,6481,7429
131039,Pine Telephone Company,10,Copper,151,151,151,151
131039,Pine Telephone Company,50,Fiber to the Premises,21787,22935,21787,22935
131039,Pine Telephone Company,71,Licensed Fixed Wireless,47489,49926,47489,49926
131041,"Pineland Telephone Cooperative, Inc.",50,Fiber to the Premises,36524,40889,38247,42984
131042,Town of Pineville,10,Copper,590,1906,590,1906
131042,Town of Pineville,50,Fiber to the Premises,2476,3064,2476,3064
131043,"Pinpoint Holdings, Inc.",10,Copper,32,46,32,46
131043,"Pinpoint Holdings, Inc.",40,Cable,305,334,305,334
131043,"Pinpoint Holdings, Inc.",50,Fiber to the Premises,19028,20789,19028,20789
131043,"Pinpoint Holdings, Inc.",70,Unlicensed Fixed Wireless,216,221,216,221
131044,"Pioneer Telephone Association, Inc.",10,Copper,2617,2717,2617,2717
131044,"Pioneer Telephone Association, Inc.",40,Cable,5484,5724,5484,5724
131044,"Pioneer Telephone Association, Inc.",50,Fiber to the Premises,8686,9514,8686,9514
131044,"Pioneer Telephone Association, Inc.",71,Licensed Fixed Wireless,40,41,40,41
131045,Pioneer Telephone Cooperative (OK),10,Copper,60784,62108,60784,62108
131045,Pioneer Telephone Cooperative (OK),50,Fiber to the Premises,66019,70735,67477,72639
131045,Pioneer Telephone Cooperative (OK),70,Unlicensed Fixed Wireless,326,326,326,326
131046,Pioneer Telephone Cooperative (OR),10,Copper,11448,12968,11448,12968
131046,Pioneer Telephone Cooperative (OR),50,Fiber to the Premises,3893,4929,3893,4929
131046,Pioneer Telephone Cooperative (OR),70,Unlicensed Fixed Wireless,1077,1534,1077,1534
131047,Pioneer Telephone Holding Company,50,Fiber to the Premises,673,730,159,173
131049,"Plains Cooperative Telephone Association, Inc.",50,Fiber to the Premises,5149,5488,5149,5488
131050,Plainview Telephone Company Inc.,50,Fiber to the Premises,1266,1272,1266,1272
131050,Plainview Telephone Company Inc.,70,Unlicensed Fixed Wireless,287,289,287,289
131051,Plant Telephone Company,10,Copper,2608,3042,2608,3042
131051,Plant Telephone Company,40,Cable,7787,10975,7787,10975
131051,Plant Telephone Company,50,Fiber to the Premises,18986,20880,18986,20880
131052,"Planters Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,19726,20844,1589,2097
131055,"Poka Lambro Telephone Cooperative, Inc.",40,Cable,3492,4137,3492,4137
131055,"Poka Lambro Telephone Cooperative, Inc.",50,Fiber to the Premises,25399,26972,25399,26972
131055,"Poka Lambro Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,24,28,24,28
131055,"Poka Lambro Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,15865,16740,15865,16740
131055,"Poka Lambro Telephone Cooperative, Inc.",72,LBR Fixed Wireless,6272,6970,6272,6970
131056,Polar Communication Mutual Aid Corporation,50,Fiber to the Premises,15637,16603,15637,16603
131057,"Ponderosa Communications, Inc.",10,Copper,13028,14416,13028,14416
131057,"Ponderosa Communications, Inc.",50,Fiber to the Premises,4186,4732,4186,4732
131057,"Ponderosa Communications, Inc.",70,Unlicensed Fixed Wireless,8989,9368,8989,9368
131057,"Ponderosa Communications, Inc.",72,LBR Fixed Wireless,542,562,542,562
131060,"TPC ACC Acquisition, LLC",10,Copper,10,10,10,10
131060,"TPC ACC Acquisition, LLC",40,Cable,21008,48810,21008,48810
131060,"TPC ACC Acquisition, LLC",50,Fiber to the Premises,57318,104973,57318,104973
131071,Preston Telephone Company,50,Fiber to the Premises,1799,1869,1799,1869
131073,"Progressive Rural Telephone Co-Op., Inc.",50,Fiber to the Premises,8627,8791,8627,8791
131074,"Progressive Voice & Data, Inc.",50,Fiber to the Premises,1418,1497,1418,1497
131075,"Project Mutual Telephone Cooperative Association, Inc.",10,Copper,10945,13047,10945,13047
131075,"Project Mutual Telephone Cooperative Association, Inc.",50,Fiber to the Premises,24367,30627,24367,30627
131075,"Project Mutual Telephone Cooperative Association, Inc.",71,Licensed Fixed Wireless,58,65,58,65
131076,"Public Service Communications, Inc.",10,Copper,4082,4257,4082,4257
131076,"Public Service Communications, Inc.",40,Cable,12114,13492,12114,13492
131076,"Public Service Communications, Inc.",50,Fiber to the Premises,13643,14484,13643,14484
131076,"Public Service Communications, Inc.",71,Licensed Fixed Wireless,55015,73461,55015,73461
131078,"Pulaski White Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,9036,9449,9036,9449
131081,"Metronet Holdings, LLC",50,Fiber to the Premises,2612680,3052726,2612680,3052726
131085,"Radcliffe Telephone Company, Inc.",50,Fiber to the Premises,647,660,647,660
131086,"Ragland Telephone Co., Inc.",10,Copper,1726,1819,1726,1819
131086,"Ragland Telephone Co., Inc.",50,Fiber to the Premises,1151,1235,1151,1235
131087,"Rainbow Telecommunications Association, Inc.",40,Cable,5274,5869,5274,5869
131087,"Rainbow Telecommunications Association, Inc.",50,Fiber to the Premises,10807,12011,10807,12011
131089,Randolph Telephone Membership Corporation,10,Copper,9632,9856,9632,9856
131089,Randolph Telephone Membership Corporation,50,Fiber to the Premises,29338,30349,29338,30349
131090,"Range Telephone Cooperative, Inc.",10,Copper,9274,9820,9274,9820
131090,"Range Telephone Cooperative, Inc.",50,Fiber to the Premises,14574,16456,14574,16456
131090,"Range Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,7474,8166,7474,8166
131090,"Range Telephone Cooperative, Inc.",72,LBR Fixed Wireless,6676,8009,6676,8009
131096,Readlyn Telephone Company,50,Fiber to the Premises,934,960,934,960
131097,Red River Rural Telephone Association,10,Copper,2,3,2,3
131097,Red River Rural Telephone Association,50,Fiber to the Premises,11535,13469,11535,13469
131097,Red River Rural Telephone Association,71,Licensed Fixed Wireless,898,918,898,918
131097,Red River Rural Telephone Association,72,LBR Fixed Wireless,4769,6521,4769,6521
131100,Reedsburg Utility Commission,50,Fiber to the Premises,12532,15838,12532,15838
131102,Reservation Telephone Cooperative,10,Copper,827,844,827,844
131102,Reservation Telephone Cooperative,50,Fiber to the Premises,19129,23650,19129,23650
131103,"Reserve Holdings, Inc.",40,Cable,33367,39041,33367,39041
131103,"Reserve Holdings, Inc.",50,Fiber to the Premises,102,105,102,105
131106,Reynolds Telephone Company,50,Fiber to the Premises,2228,2428,2228,2428
131106,Reynolds Telephone Company,70,Unlicensed Fixed Wireless,67,78,67,78
131108,"Smithville Holding Company, Inc.",10,Copper,9598,9649,1046,1089
131108,"Smithville Holding Company, Inc.",50,Fiber to the Premises,29729,34105,2301,4445
131109,"Richland-Grant Telephone Cooperative, Inc.",10,Copper,1498,1824,152,430
131109,"Richland-Grant Telephone Cooperative, Inc.",50,Fiber to the Premises,6044,7642,1867,2550
131113,Ringgold Telephone Company,10,Copper,4032,4627,4032,4627
131113,Ringgold Telephone Company,50,Fiber to the Premises,11811,13417,11811,13417
131114,Ringsted Telephone Company,10,Copper,14,17,14,17
131114,Ringsted Telephone Company,50,Fiber to the Premises,1713,1751,1713,1751
131116,River Valley Telecommunications Cooperative,50,Fiber to the Premises,1896,1964,1896,1964
131117,"Riviera Telephone Company, Inc.",10,Copper,1196,1296,1196,1296
131117,"Riviera Telephone Company, Inc.",50,Fiber to the Premises,622,687,622,687
131117,"Riviera Telephone Company, Inc.",70,Unlicensed Fixed Wireless,272,308,272,308
131117,"Riviera Telephone Company, Inc.",71,Licensed Fixed Wireless,10404,14396,10404,14396
131118,RJB Telecommunications Corp.,40,Cable,8501,9536,8501,9536
131118,RJB Telecommunications Corp.,50,Fiber to the Premises,5414,5928,5414,5928
131122,Roberts County Telephone Cooperative Association,50,Fiber to the Premises,3607,3707,3607,3707
131122,Roberts County Telephone Cooperative Association,72,LBR Fixed Wireless,15,15,15,15
131123,Robinson Communications Corporation,10,Copper,1226,1320,1226,1320
131123,Robinson Communications Corporation,50,Fiber to the Premises,603,621,603,621
131124,"Rochester Telephone Company, Inc.",50,Fiber to the Premises,20613,21175,20613,21175
131124,"Rochester Telephone Company, Inc.",70,Unlicensed Fixed Wireless,3170,3257,3170,3257
131124,"Rochester Telephone Company, Inc.",72,LBR Fixed Wireless,1735,1752,1735,1752
131125,"Comporium, Inc.",10,Copper,9886,10810,9886,10810
131125,"Comporium, Inc.",40,Cable,98549,120254,98549,120254
131125,"Comporium, Inc.",50,Fiber to the Premises,100254,115734,100254,115734
131126,Rock Port Telephone Company,10,Copper,1094,1120,1094,1120
131126,Rock Port Telephone Company,40,Cable,1034,1042,1034,1042
131126,Rock Port Telephone Company,50,Fiber to the Premises,3756,3849,3756,3849
131126,Rock Port Telephone Company,70,Unlicensed Fixed Wireless,5057,5144,5057,5144
131127,Rockwell Cooperative Telephone Association,50,Fiber to the Premises,2397,2530,2397,2530
131128,Roggen Telephone Cooperative Company,50,Fiber to the Premises,437,478,437,478
131128,Roggen Telephone Cooperative Company,70,Unlicensed Fixed Wireless,4974,5247,4974,5247
131129,"CommunityTel, Inc.",10,Copper,2017,2589,2017,2589
131129,"CommunityTel, Inc.",40,Cable,4368,5086,4368,5086
131129,"CommunityTel, Inc.",50,Fiber to the Premises,5486,8302,5486,8302
131129,"CommunityTel, Inc.",70,Unlicensed Fixed Wireless,8221,10101,8221,10101
131130,Roome Telecommunications Inc.,10,Copper,641,665,641,665
131130,Roome Telecommunications Inc.,40,Cable,331,355,331,355
131130,Roome Telecommunications Inc.,50,Fiber to the Premises,9,9,9,9
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",10,Copper,15,20,15,20
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,9089,10131,9089,10131
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,211,275,211,275
131135,Royal Telephone Company,50,Fiber to the Premises,630,645,630,645
131139,Runestone Telephone Association,10,Copper,1,1,1,1
131139,Runestone Telephone Association,50,Fiber to the Premises,10601,11174,10601,11174
131139,Runestone Telephone Association,70,Unlicensed Fixed Wireless,12,17,12,17
131141,Rural Telephone Service Company,50,Fiber to the Premises,55252,62369,58889,67118
131141,Rural Telephone Service Company,70,Unlicensed Fixed Wireless,9118,9368,9118,9368
131141,Rural Telephone Service Company,71,Licensed Fixed Wireless,7576,8479,7576,8479
131141,Rural Telephone Service Company,72,LBR Fixed Wireless,17720,20295,17720,20295
131145,S&T Telephone Cooperative Association,40,Cable,5113,6147,5113,6147
131145,S&T Telephone Cooperative Association,50,Fiber to the Premises,6576,6793,6576,6793
131145,S&T Telephone Cooperative Association,70,Unlicensed Fixed Wireless,14852,16619,14852,16619
131145,S&T Telephone Cooperative Association,72,LBR Fixed Wireless,13253,15944,13253,15944
131146,Sac County Mutual Telephone Company,50,Fiber to the Premises,1861,1885,1861,1885
131148,Saddleback Communications Inc.,10,Copper,472,1021,472,1021
131148,Saddleback Communications Inc.,50,Fiber to the Premises,1635,2257,1635,2257
131148,Saddleback Communications Inc.,71,Licensed Fixed Wireless,0,0,3,10
131152,Salina Spavinaw Telephone Company Inc.,10,Copper,65,65,10,10
131152,Salina Spavinaw Telephone Company Inc.,50,Fiber to the Premises,7964,8198,1363,1461
131157,Sand Creek Communications Company,50,Fiber to the Premises,1370,1371,87,87
131158,"Sandhill Telephone Cooperative, Inc.",10,Copper,4244,4505,4244,4505
131158,"Sandhill Telephone Cooperative, Inc.",40,Cable,7228,8936,7228,8936
131158,"Sandhill Telephone Cooperative, Inc.",50,Fiber to the Premises,20910,23935,20910,23935
131161,"Waimana Enterprises, Inc.",10,Copper,20,20,0,0
131161,"Waimana Enterprises, Inc.",50,Fiber to the Premises,61,61,2,2
131162,"Santa Rosa Telephone Cooperative, Inc.",10,Copper,7206,7577,7206,7577
131162,"Santa Rosa Telephone Cooperative, Inc.",50,Fiber to the Premises,35091,39664,35091,39664
131162,"Santa Rosa Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,9242,10214,9242,10214
131162,"Santa Rosa Telephone Cooperative, Inc.",72,LBR Fixed Wireless,79257,91406,79257,91406
131163,Santel Communications Cooperative,50,Fiber to the Premises,9749,10254,9749,10254
131165,Scatter Creek Ltd.,10,Copper,4497,4725,4497,4725
131165,Scatter Creek Ltd.,50,Fiber to the Premises,2360,2507,2360,2507
131166,Schaller Telephone Company,50,Fiber to the Premises,1885,1906,1885,1906
131167,"Schurz Communications, Inc.",40,Cable,90246,103802,91418,105876
131167,"Schurz Communications, Inc.",50,Fiber to the Premises,69514,99764,70298,100927
131168,Scio Mutual Telephone Association,50,Fiber to the Premises,1940,1976,1935,1971
131169,Cypress Break,10,Copper,296,297,296,297
131169,Cypress Break,50,Fiber to the Premises,111,111,111,111
131170,Scott County Telephone Cooperative,10,Copper,1,1,1,1
131170,Scott County Telephone Cooperative,50,Fiber to the Premises,47277,51894,47277,51894
131171,Scranton Telephone Company,50,Fiber to the Premises,552,566,552,566
131172,Searsboro Telephone Company,50,Fiber to the Premises,233,238,45,45
131173,Sebastian Enterprises,10,Copper,8600,9944,8600,9944
131173,Sebastian Enterprises,50,Fiber to the Premises,7410,8269,7410,8269
131173,Sebastian Enterprises,70,Unlicensed Fixed Wireless,963,992,963,992
131175,Selectronics Corporation,10,Copper,4903,5979,4903,5979
131175,Selectronics Corporation,50,Fiber to the Premises,11289,13499,11289,13499
131179,Sharon Telephone Company (IL & WI),50,Fiber to the Premises,2102,2534,2102,2534
131180,"Shawnee Communications, Inc.",50,Fiber to the Premises,12345,12936,12345,12936
131180,"Shawnee Communications, Inc.",70,Unlicensed Fixed Wireless,1471,1642,1471,1642
131180,"Shawnee Communications, Inc.",72,LBR Fixed Wireless,2067,2166,2067,2166
131181,Shenandoah Telecommunications Company,10,Copper,2510,2542,2510,2542
131181,Shenandoah Telecommunications Company,40,Cable,170168,194708,170168,194708
131181,Shenandoah Telecommunications Company,50,Fiber to the Premises,360242,415491,360242,415491
131183,"Sherwood Mutual Telephone Association, Inc.",50,Fiber to the Premises,4962,5176,564,697
131186,Sierra Tel Communications Group,10,Copper,15430,16639,15430,16639
131186,Sierra Tel Communications Group,50,Fiber to the Premises,1317,1673,1317,1673
131190,"Horizon Communications, Inc.",10,Copper,13267,14381,13267,14381
131190,"Horizon Communications, Inc.",50,Fiber to the Premises,34801,46280,34801,46280
131190,"Horizon Communications, Inc.",70,Unlicensed Fixed Wireless,3085,3207,3085,3207
131191,"Simply Bits, LLC",70,Unlicensed Fixed Wireless,353243,492782,353243,492782
131194,"Siren Telephone Company, Inc.",10,Copper,2419,2693,2419,2693
131194,"Siren Telephone Company, Inc.",50,Fiber to the Premises,8843,9639,8843,9639
131195,"Siskiyou Communications, Inc.",10,Copper,1223,1302,1223,1302
131195,"Siskiyou Communications, Inc.",50,Fiber to the Premises,2990,3268,2990,3268
131197,Sjoberg's Inc.,40,Cable,10496,12592,10496,12592
131197,Sjoberg's Inc.,50,Fiber to the Premises,3933,4915,3934,4916
131199,Skyline Telephone Membership Corporation,10,Copper,23976,28124,23976,28124
131199,Skyline Telephone Membership Corporation,50,Fiber to the Premises,60122,67243,60122,67243
131206,"Smartcom Telephone, LLC",50,Fiber to the Premises,30929,47167,30929,47167
131207,"SmarterBroadband, LLC",70,Unlicensed Fixed Wireless,9524,12284,9524,12284
131207,"SmarterBroadband, LLC",71,Licensed Fixed Wireless,39054,48520,39054,48520
131208,"Smith Bagley, Inc.",70,Unlicensed Fixed Wireless,45017,50939,45017,50939
131208,"Smith Bagley, Inc.",71,Licensed Fixed Wireless,0,0,59,135
131211,"Consolidated Companies, Inc.",10,Copper,1091,1157,1091,1157
131211,"Consolidated Companies, Inc.",50,Fiber to the Premises,5931,6326,5931,6326
131214,South Arkansas Telephone Co.,50,Fiber to the Premises,5150,5182,21874,25689
131216,South Central Rural Telecommunications Cooperative Inc.,10,Copper,4335,4780,4335,4780
131216,South Central Rural Telecommunications Cooperative Inc.,50,Fiber to the Premises,33754,37256,33754,37256
131218,"South Central Telephone Association, Inc.",50,Fiber to the Premises,8175,8572,8175,8572
131219,"South Central Utah Telephone Association, Inc.",10,Copper,3140,3283,282,285
131219,"South Central Utah Telephone Association, Inc.",40,Cable,7506,8385,767,1060
131219,"South Central Utah Telephone Association, Inc.",50,Fiber to the Premises,31603,36586,4358,6230
131219,"South Central Utah Telephone Association, Inc.",70,Unlicensed Fixed Wireless,3966,4585,648,888
131221,"South Plains Telephone Cooperative, Inc.",50,Fiber to the Premises,7308,7545,7308,7545
131222,"South Slope Cooperative Telephone Company, Inc.",50,Fiber to the Premises,24009,35859,24009,35859
131223,"Southeast Nebraska Communications, Inc.",50,Fiber to the Premises,3985,4106,3985,4106
131225,Southeastern Indiana Rural Telephone Cooperative,50,Fiber to the Premises,8326,8711,8326,8711
131226,American Broadband Holding Company,10,Copper,24171,26897,5105,6245
131226,American Broadband Holding Company,40,Cable,6501,7333,1387,2023
131226,American Broadband Holding Company,50,Fiber to the Premises,50836,61882,4418,8239
131231,Southern Montana Telephone Company,50,Fiber to the Premises,1319,1355,1319,1355
131232,"Southwest Arkansas Telephone Cooperative, Inc.",50,Fiber to the Premises,7724,7829,7724,7829
131234,"Southwest Texas Telcom, Inc.",10,Copper,3884,3891,3884,3891
131234,"Southwest Texas Telcom, Inc.",50,Fiber to the Premises,3316,3327,3316,3327
131234,"Southwest Texas Telcom, Inc.",70,Unlicensed Fixed Wireless,1853,1858,1853,1858
131239,Spencer Municipal Communications Utility,50,Fiber to the Premises,4627,5920,696,1138
131240,Spring Grove Communications,50,Fiber to the Premises,1317,1359,1317,1359
131241,"Spring Valley Telephone Company, Inc.",50,Fiber to the Premises,1096,1219,1096,1219
131242,"Springcom, Inc.",10,Copper,2248,2422,2248,2422
131242,"Springcom, Inc.",40,Cable,2044,2187,2044,2187
131242,"Springcom, Inc.",50,Fiber to the Premises,977,1031,977,1031
131243,"Springville Cooperative Telephone Association, Inc.",10,Copper,530,579,530,579
131243,"Springville Cooperative Telephone Association, Inc.",50,Fiber to the Premises,1200,1249,1200,1249
131245,"Spruce Knob Seneca Rocks Telephone, Inc.",50,Fiber to the Premises,4505,4541,4505,4541
131246,"SRT Communications, Inc.",10,Copper,257,257,257,257
131246,"SRT Communications, Inc.",50,Fiber to the Premises,31296,40237,31296,40237
131247,"St. John Telephone, Inc.",50,Fiber to the Premises,2475,3108,2475,3108
131248,St. Paul Cooperative Telephone Association,50,Fiber to the Premises,330,334,214,215
131249,"Standard Tobacco Company, Inc.",40,Cable,7768,8984,7768,8984
131250,"Stanton Telecom, Inc.",50,Fiber to the Premises,1226,1262,1226,1262
131250,"Stanton Telecom, Inc.",70,Unlicensed Fixed Wireless,875,881,875,881
131252,Star Telephone Membership Corporation,10,Copper,8641,8675,8641,8675
131252,Star Telephone Membership Corporation,50,Fiber to the Premises,23219,23322,23219,23322
131255,"StarVision, Inc.",50,Fiber to the Premises,10652,10970,10652,10970
131257,"State Telephone Company, Inc.",10,Copper,1449,1899,1449,1899
131257,"State Telephone Company, Inc.",50,Fiber to the Premises,6385,7762,6385,7762
131259,Stayton Cooperative Telephone Company,10,Copper,1554,1822,1554,1822
131259,Stayton Cooperative Telephone Company,50,Fiber to the Premises,6784,7648,6784,7648
131260,"Steelville Telephone Exchange, Inc.",10,Copper,1616,1640,214,214
131260,"Steelville Telephone Exchange, Inc.",50,Fiber to the Premises,4192,4551,752,926
131261,Stelle Telephone Company,70,Unlicensed Fixed Wireless,53,55,53,55
131265,Stoneham Cooperative Telephone Corporation,50,Fiber to the Premises,119,121,119,121
131267,Stratford Mutual Telephone Company,50,Fiber to the Premises,4091,4579,4091,4579
131272,"Sunflower Enterprises, Inc.",10,Copper,379,474,379,474
131272,"Sunflower Enterprises, Inc.",50,Fiber to the Premises,1136,1254,1136,1254
131276,Superior Telephone Cooperative,50,Fiber to the Premises,178,187,178,187
131283,Surry Telephone Membership Corporation,10,Copper,14860,16017,14860,16017
131283,Surry Telephone Membership Corporation,40,Cable,6876,7185,6876,7185
131283,Surry Telephone Membership Corporation,50,Fiber to the Premises,25977,29764,25977,29764
131285,Fiberhawk,10,Copper,427,428,427,428
131285,Fiberhawk,50,Fiber to the Premises,4722,5184,4722,5184
131285,Fiberhawk,70,Unlicensed Fixed Wireless,2014,2175,2014,2175
131286,"Sweetser Rural Telephone Company, Inc.",10,Copper,1030,1101,1030,1101
131286,"Sweetser Rural Telephone Company, Inc.",50,Fiber to the Premises,3002,3214,3002,3214
131290,Sycamore Telephone Company,10,Copper,62,62,17,17
131290,Sycamore Telephone Company,50,Fiber to the Premises,2465,2506,442,458
131296,"Taylor Telephone Cooperative, Inc.",10,Copper,2845,2879,2845,2879
131296,"Taylor Telephone Cooperative, Inc.",50,Fiber to the Premises,15672,16235,15672,16235
131296,"Taylor Telephone Cooperative, Inc.",72,LBR Fixed Wireless,1234,1267,1234,1267
131302,"Telapex, Inc.",10,Copper,9172,10172,9172,10172
131302,"Telapex, Inc.",40,Cable,13396,16999,13396,16999
131302,"Telapex, Inc.",50,Fiber to the Premises,381067,440391,423607,533296
131302,"Telapex, Inc.",71,Licensed Fixed Wireless,843673,1069008,843673,1069008
131303,"TelAtlantic, Inc.",10,Copper,2001,2167,2001,2167
131303,"TelAtlantic, Inc.",50,Fiber to the Premises,2429,2620,2429,2620
131308,"Telefonica International Holding, BV",10,Copper,0,0,52,414
131308,"Telefonica International Holding, BV",50,Fiber to the Premises,0,0,130,1920
131309,"TeleGuam Holdings, Inc.",10,Copper,21243,28861,21243,28861
131309,"TeleGuam Holdings, Inc.",50,Fiber to the Premises,12908,18913,13953,21195
131309,"TeleGuam Holdings, Inc.",71,Licensed Fixed Wireless,33009,47105,33009,47105
131310,"Telephone and Data Systems, Inc.",10,Copper,237354,263056,237352,263054
131310,"Telephone and Data Systems, Inc.",40,Cable,309707,389494,309707,389494
131310,"Telephone and Data Systems, Inc.",50,Fiber to the Premises,851451,1066459,851451,1066459
131311,Telephone Electronics Corporation,10,Copper,31618,34233,5234,5798
131311,Telephone Electronics Corporation,50,Fiber to the Premises,45372,49209,7433,11216
131320,Terral Telephone Company,50,Fiber to the Premises,359,359,97,97
131320,Terral Telephone Company,70,Unlicensed Fixed Wireless,105,105,62,62
131321,Terril Telephone Cooperative,50,Fiber to the Premises,362,372,362,372
131328,"Thacker-Grigsby Telephone Company, Inc.",40,Cable,11740,14532,11740,14532
131328,"Thacker-Grigsby Telephone Company, Inc.",50,Fiber to the Premises,17553,21414,17553,21414
131329,The Champaign Telephone Company,10,Copper,5692,6058,5343,5703
131329,The Champaign Telephone Company,50,Fiber to the Premises,3220,3336,3094,3206
131329,The Champaign Telephone Company,70,Unlicensed Fixed Wireless,140,140,140,140
131330,Champlain Telephone Company,10,Copper,2454,2983,2454,2983
131330,Champlain Telephone Company,50,Fiber to the Premises,2285,2629,2285,2629
131332,The Conneaut Telephone Company,40,Cable,3346,3797,3346,3797
131332,The Conneaut Telephone Company,50,Fiber to the Premises,6120,6634,6120,6634
131337,The Hancock Telephone Company,50,Fiber to the Premises,1556,1825,212,332
131339,The Middleburgh Telephone Company,10,Copper,817,937,817,937
131339,The Middleburgh Telephone Company,50,Fiber to the Premises,10647,11461,10684,11504
131340,The Nebraska Central Telephone Co.,10,Copper,620,674,620,674
131340,The Nebraska Central Telephone Co.,50,Fiber to the Premises,9462,9870,9462,9870
131341,The North-Eastern Pennsylvania Telephone Company,10,Copper,28,29,28,29
131341,The North-Eastern Pennsylvania Telephone Company,50,Fiber to the Premises,15588,18524,15588,18524
131342,The Ottoville Mutual Telephone Company,50,Fiber to the Premises,1820,1829,1820,1829
131344,Ridgeville Telephone Company,50,Fiber to the Premises,3359,4117,3359,4117
131347,The Toledo Telephone Company,50,Fiber to the Premises,4844,5045,4844,5045
131347,The Toledo Telephone Company,70,Unlicensed Fixed Wireless,4,6,0,0
131349,Three River Telco,10,Copper,1023,1052,1023,1052
131349,Three River Telco,40,Cable,322,323,322,323
131349,Three River Telco,50,Fiber to the Premises,5064,5494,5064,5494
131354,Titonka Telephone Company,50,Fiber to the Premises,1062,1091,1062,1091
131357,Tohono O'Odham Utility Authority,10,Copper,69,69,69,69
131357,Tohono O'Odham Utility Authority,50,Fiber to the Premises,2917,2931,2917,2931
131358,"Tonica Technologies, Inc.",10,Copper,21,23,21,23
131358,"Tonica Technologies, Inc.",50,Fiber to the Premises,1106,1178,1106,1178
131359,"Totah Communications, Inc.",10,Copper,1946,1961,1946,1961
131359,"Totah Communications, Inc.",50,Fiber to the Premises,2891,3001,2891,3001
131361,Town of Shrewsbury,40,Cable,9250,13298,9250,13298
131361,Town of Shrewsbury,50,Fiber to the Premises,9068,10890,9068,10890
131362,"Townes Telecommunications, Inc.",10,Copper,27229,29359,27229,29359
131362,"Townes Telecommunications, Inc.",50,Fiber to the Premises,10566,11115,10577,11127
131362,"Townes Telecommunications, Inc.",70,Unlicensed Fixed Wireless,1785,1905,1785,1905
131363,"Traceroad, Inc.",10,Copper,352,449,352,449
131363,"Traceroad, Inc.",50,Fiber to the Premises,949,1130,949,1130
