site_id,field,value,lat,lon,note,edited
site-2b9f2f5717,lon,-98.803118,29.4246,-98.495141,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: the northernmost Microsoft data-center building of the Texas Research Park campus (OSM way 1533350872, 152,061 sq ft footprint, matching SA…. Project Name: SAT40 | Location Address: 15000 Lambda Drive, San Antonio, Bexar, 78245 | Owner: Microsoft | Square Footage: 153,227 ft2 | Estimated Cost: $175,9… | https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247",2026-09-19T00:00:00Z
site-2b9f2f5717,geo_precision,exact,29.4246,-98.495141,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-2b9f2f5717,address,"15000 Lambda Drive, San Antonio, TX 78245",29.4246,-98.495141,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247",2026-09-19T00:00:00Z
site-2b9f2f5717,city,San Antonio,29.4246,-98.495141,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023013247",2026-09-19T00:00:00Z
site-428eb8956f,lat,41.146783,41.236795,-80.819042,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: the main former GM Lordstown Assembly / Foxconn plant building, inside the ~600-acre parcel SoftBank's Crescent Dune LLC took title to (OSM…. Coordinates 41°8′48.42″N 80°52′36.63″W; ""sale of the Lordstown property and equipment to Crescent Dune LLC for $375 million""; ""Press reports later identified C… | https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-19T00:00:00Z
site-428eb8956f,lon,-80.876842,41.236795,-80.819042,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: the main former GM Lordstown Assembly / Foxconn plant building, inside the ~600-acre parcel SoftBank's Crescent Dune LLC took title to (OSM…. Coordinates 41°8′48.42″N 80°52′36.63″W; ""sale of the Lordstown property and equipment to Crescent Dune LLC for $375 million""; ""Press reports later identified C… | https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-19T00:00:00Z
site-428eb8956f,geo_precision,exact,41.236795,-80.819042,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-428eb8956f,address,"2300 Hallock Young Rd, Lordstown, OH 44481",41.236795,-80.819042,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-19T00:00:00Z
site-428eb8956f,city,Lordstown,41.236795,-80.819042,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://en.wikipedia.org/wiki/Lordstown_Assembly",2026-09-19T00:00:00Z
site-nogeo-046d7935,lat,42.122700,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""The Barn Data Center"" (way 1528327802, ~337 acres of the 575-acre property), i.e. the dev…. approximately 575 acres of land located on the north side of US-12 in Saline Township | https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf",2026-09-19T00:00:00Z
site-nogeo-046d7935,lon,-83.882200,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: centroid of the OSM landuse=construction polygon ""The Barn Data Center"" (way 1528327802, ~337 acres of the 575-acre property), i.e. the dev…. approximately 575 acres of land located on the north side of US-12 in Saline Township | https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf",2026-09-19T00:00:00Z
site-nogeo-046d7935,geo_precision,exact,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-nogeo-046d7935,city,Saline Township,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://salinetownship.org/uploads/notices/SalineDataCenterConsentJudgmentFinalExecutionCopy492124804975v1.pdf",2026-09-19T00:00:00Z
site-nogeo-354564b2,lat,30.999884,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-corrected: The TCEQ-registered site point for the Freebird Data Center construction site (permit TXR1568YQ, site 2700 County Road 133), at the campus'…. Site Name on Permit: FREEBIRD DATA CENTER Authorization Type: CONSTRUCTION ... Area Disturbed (in Acres) : 300 ... estimated project end date : 12/31/2027 esti… | https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&p",2026-09-19T00:00:00Z
site-nogeo-354564b2,lon,-97.014279,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-corrected: The TCEQ-registered site point for the Freebird Data Center construction site (permit TXR1568YQ, site 2700 County Road 133), at the campus'…. Site Name on Permit: FREEBIRD DATA CENTER Authorization Type: CONSTRUCTION ... Area Disturbed (in Acres) : 300 ... estimated project end date : 12/31/2027 esti… | https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&p",2026-09-19T00:00:00Z
site-nogeo-354564b2,geo_precision,exact,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-nogeo-354564b2,city,Burlington,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www2.tceq.texas.gov/wq_dpa/index.cfm?fuseaction=home.permit_summary&lgl_ident_txt=TXR1568YQ&lgl_id=32970556&pita_id=32970559&phys_id=32970558&princ_id=563433432026174&affil_role=2&reg_ent_id=842441872025287&permit_type_code=SWC&return_to=permit_list_by_rn&rn_number=RN112301767",2026-09-19T00:00:00Z
site-nogeo-520a1a67,lat,31.816340,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the eastern (~1,713-acre) part of Doña Ana County rezoning polygon Z25-016 (the Project Jupiter campus), on county-titled parce…. the Project is proposed to be primarily located on approximately 1,400 acres southeast of the intersection of Highway 136 and Highway 9 (""Project Site""). The P… | https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf",2026-09-19T00:00:00Z
site-nogeo-520a1a67,lon,-106.664930,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: Centroid of the eastern (~1,713-acre) part of Doña Ana County rezoning polygon Z25-016 (the Project Jupiter campus), on county-titled parce…. the Project is proposed to be primarily located on approximately 1,400 acres southeast of the intersection of Highway 136 and Highway 9 (""Project Site""). The P… | https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf",2026-09-19T00:00:00Z
site-nogeo-520a1a67,geo_precision,exact,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-nogeo-520a1a67,city,Santa Teresa,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www.donaana.gov/Documents/About%20Us/Economic%20Development%20Projects/Executed%20Memorandum%20of%20Understanding%20(MOU).pdf",2026-09-19T00:00:00Z
site-nogeo-33695089,lat,32.548607,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: The TCEQ-printed site coordinate of the VoltaGrid ABI-1 captive gas power plant at the campus address (299 FM 604), inside the Vantage Fron…. This application would authorize construction of an Electric Power Generation Facility located at 299 Farm-to-Market Road 604, Abilene, Shackelford County, Tex… | https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf",2026-09-19T00:00:00Z
site-nogeo-33695089,lon,-99.556351,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: The TCEQ-printed site coordinate of the VoltaGrid ABI-1 captive gas power plant at the campus address (299 FM 604), inside the Vantage Fron…. This application would authorize construction of an Electric Power Generation Facility located at 299 Farm-to-Market Road 604, Abilene, Shackelford County, Tex… | https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf",2026-09-19T00:00:00Z
site-nogeo-33695089,geo_precision,exact,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-nogeo-33695089,city,Abilene,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/402091-ac.pdf",2026-09-19T00:00:00Z
site-nogeo-588c5506,lat,43.430735,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: The Wisconsin DNR air-permit facility location for ""Vantage WI-1"" (the 45-generator permit 25-MIN-094), which falls inside the OSM-mapped c…. Facility Information for 246185280 Vantage WI-1 Location Address N43430735 W 87861494 Port Washington WI 53074 ... located east of Ozaukee Trail, south of Dixi… | https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402",2026-09-19T00:00:00Z
site-nogeo-588c5506,lon,-87.861494,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: The Wisconsin DNR air-permit facility location for ""Vantage WI-1"" (the 45-generator permit 25-MIN-094), which falls inside the OSM-mapped c…. Facility Information for 246185280 Vantage WI-1 Location Address N43430735 W 87861494 Port Washington WI 53074 ... located east of Ozaukee Trail, south of Dixi… | https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402",2026-09-19T00:00:00Z
site-nogeo-588c5506,geo_precision,exact,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-nogeo-588c5506,city,Port Washington,,,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://apps.dnr.wi.gov/warp_ext/AM_PermitTracking2.aspx?id=38402",2026-09-19T00:00:00Z
site-90a29a12e9,lat,37.488173,37.523479,-77.315812,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: the RIC2 DC1 building at 6030 Technology Boulevard (OSM way 1493516623, tagged building=industrial, telecom=data_center, name ""RIC2 DC1""); …. The QTS-operated Richmond 2 campus spans approximately 85 acres ... Critical campus capacity 180 MW ... Master planned campus will feature 5 buildings ... RIC2… | https://www.qtsdatacenters.com/data-centers/richmond-2/",2026-09-19T00:00:00Z
site-90a29a12e9,lon,-77.240062,37.523479,-77.315812,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18 (high), skeptic-upheld: the RIC2 DC1 building at 6030 Technology Boulevard (OSM way 1493516623, tagged building=industrial, telecom=data_center, name ""RIC2 DC1""); …. The QTS-operated Richmond 2 campus spans approximately 85 acres ... Critical campus capacity 180 MW ... Master planned campus will feature 5 buildings ... RIC2… | https://www.qtsdatacenters.com/data-centers/richmond-2/",2026-09-19T00:00:00Z
site-90a29a12e9,geo_precision,exact,37.523479,-77.315812,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). researched placement: the point is inside the campus",2026-09-19T00:00:00Z
site-90a29a12e9,city,Sandston,37.523479,-77.315812,"vouched 2026-09-19 from data/review/campus_places.md (Tier A: exact, high confidence, skeptic-upheld). research-identified 2026-09-18: https://www.qtsdatacenters.com/data-centers/richmond-2/",2026-09-19T00:00:00Z
site-960ffbbfd9,lat,40.829600,40.8315,-72.9395,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the middle of the three warehouse/data-hall buildings at 1001 Expressway Drive North (the three buildings run east-west along the LIE North Service Road; combined building bbox -72.94854,40.82839 to -72.94357,40.83054). Was: The current dot (40.8315, -72.9395) sits ~47 m north of the north-east corner of the project parcel, on the neighbouring Town of Brookhaven-owned vacant lot 636.00-01-006.005 (Patchogue-Yaphank Rd, class 330). It is ~590 m ENE of the centre of the three buildings and ~490 m from the parcel centroid; the true parcel ",2026-09-19T00:00:00Z
site-960ffbbfd9,lon,-72.946050,40.8315,-72.9395,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the middle of the three warehouse/data-hall buildings at 1001 Expressway Drive North (the three buildings run east-west along the LIE North Service Road; combined building bbox -72.94854,40.82839 to -72.94357,40.83054). Was: The current dot (40.8315, -72.9395) sits ~47 m north of the north-east corner of the project parcel, on the neighbouring Town of Brookhaven-owned vacant lot 636.00-01-006.005 (Patchogue-Yaphank Rd, class 330). It is ~590 m ENE of the centre of the three buildings and ~490 m from the parcel centroid; the true parcel ",2026-09-19T00:00:00Z
site-960ffbbfd9,geo_precision,exact,40.8315,-72.9395,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the middle of the three warehouse/data-hall buildings at 1001 Expressway Drive North (the three buildings run east-west along the LIE North Service Road; combined building bbox -72.94854,40.82839 to -72.94357,40.83054). Was: The current dot (40.8315, -72.9395) sits ~47 m north of the north-east corner of the project parcel, on the neighbouring Town of Brookhaven-owned vacant lot 636.00-01-006.005 (Patchogue-Yaphank Rd, class 330). It is ~590 m ENE of the centre of the three buildings and ~490 m from the parcel centroid; the true parcel ",2026-09-19T00:00:00Z
site-960ffbbfd9,address,"1001 Expressway Drive North, Yaphank, NY 11980",40.8315,-72.9395,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the middle of the three warehouse/data-hall buildings at 1001 Expressway Drive North (the three buildings run east-west along the LIE North Service Road; combined building bbox -72.94854,40.82839 to -72.94357,40.83054). Was: The current dot (40.8315, -72.9395) sits ~47 m north of the north-east corner of the project parcel, on the neighbouring Town of Brookhaven-owned vacant lot 636.00-01-006.005 (Patchogue-Yaphank Rd, class 330). It is ~590 m ENE of the centre of the three buildings and ~490 m from the parcel centroid; the true parcel ",2026-09-19T00:00:00Z
site-960ffbbfd9,city,Yaphank (Town of Brookhaven),40.8315,-72.9395,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the middle of the three warehouse/data-hall buildings at 1001 Expressway Drive North (the three buildings run east-west along the LIE North Service Road; combined building bbox -72.94854,40.82839 to -72.94357,40.83054). Was: The current dot (40.8315, -72.9395) sits ~47 m north of the north-east corner of the project parcel, on the neighbouring Town of Brookhaven-owned vacant lot 636.00-01-006.005 (Patchogue-Yaphank Rd, class 330). It is ~590 m ENE of the centre of the three buildings and ~490 m from the parcel centroid; the true parcel ",2026-09-19T00:00:00Z
site-f54144f9e9,lat,38.369420,38.279131,-85.739009,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data halls: midpoint between the two long data-hall buildings (each with a row of generator enclosures) under construction on the Meta campus in River Ridge Commerce Center, just east of International Drive. Was: The current dot (38.279131, -85.739009) lands on parcel 10-19-00-101-376.000-010, a 0.22-acre residential lot at 738 Watt Street in downtown Jeffersonville near 8th St (the registry's '500 8th St' is a geocoder placeholder). It is about 12.0 km south-south-west of the actual campus in River Ridge Commerce Center.. Parcel at",2026-09-19T00:00:00Z
site-f54144f9e9,lon,-85.664520,38.279131,-85.739009,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data halls: midpoint between the two long data-hall buildings (each with a row of generator enclosures) under construction on the Meta campus in River Ridge Commerce Center, just east of International Drive. Was: The current dot (38.279131, -85.739009) lands on parcel 10-19-00-101-376.000-010, a 0.22-acre residential lot at 738 Watt Street in downtown Jeffersonville near 8th St (the registry's '500 8th St' is a geocoder placeholder). It is about 12.0 km south-south-west of the actual campus in River Ridge Commerce Center.. Parcel at",2026-09-19T00:00:00Z
site-f54144f9e9,geo_precision,exact,38.279131,-85.739009,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data halls: midpoint between the two long data-hall buildings (each with a row of generator enclosures) under construction on the Meta campus in River Ridge Commerce Center, just east of International Drive. Was: The current dot (38.279131, -85.739009) lands on parcel 10-19-00-101-376.000-010, a 0.22-acre residential lot at 738 Watt Street in downtown Jeffersonville near 8th St (the registry's '500 8th St' is a geocoder placeholder). It is about 12.0 km south-south-west of the actual campus in River Ridge Commerce Center.. Parcel at",2026-09-19T00:00:00Z
site-f54144f9e9,address,"300 International Drive, Jeffersonville, IN 47130",38.279131,-85.739009,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data halls: midpoint between the two long data-hall buildings (each with a row of generator enclosures) under construction on the Meta campus in River Ridge Commerce Center, just east of International Drive. Was: The current dot (38.279131, -85.739009) lands on parcel 10-19-00-101-376.000-010, a 0.22-acre residential lot at 738 Watt Street in downtown Jeffersonville near 8th St (the registry's '500 8th St' is a geocoder placeholder). It is about 12.0 km south-south-west of the actual campus in River Ridge Commerce Center.. Parcel at",2026-09-19T00:00:00Z
site-f54144f9e9,city,Jeffersonville,38.279131,-85.739009,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data halls: midpoint between the two long data-hall buildings (each with a row of generator enclosures) under construction on the Meta campus in River Ridge Commerce Center, just east of International Drive. Was: The current dot (38.279131, -85.739009) lands on parcel 10-19-00-101-376.000-010, a 0.22-acre residential lot at 738 Watt Street in downtown Jeffersonville near 8th St (the registry's '500 8th St' is a geocoder placeholder). It is about 12.0 km south-south-west of the actual campus in River Ridge Commerce Center.. Parcel at",2026-09-19T00:00:00Z
site-dcb5e135f7,lat,43.092700,43.0859,-78.3975,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two North Campus data halls (Buildings 1 and 2 of 3) on the west side of Crosby Road, immediately south of the STAMP Substation Access Road; the third hall (South Campus, former Plug Power site, 6840 Crosby Rd) is 1.16 km south at approx. 43.0823, -78.4073. Was: The current dot (43.0859, -78.3975) sits at the east end of parcel 10.-1-13.2, the 63 m wide Genesee County IDA strip that is the STAMP Drive road right-of-way running east from Crosby Road; it is empty road corridor/field about 495 m east of Crosby Road, ~1.03 km SE of the ",2026-09-19T00:00:00Z
site-dcb5e135f7,lon,-78.406100,43.0859,-78.3975,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two North Campus data halls (Buildings 1 and 2 of 3) on the west side of Crosby Road, immediately south of the STAMP Substation Access Road; the third hall (South Campus, former Plug Power site, 6840 Crosby Rd) is 1.16 km south at approx. 43.0823, -78.4073. Was: The current dot (43.0859, -78.3975) sits at the east end of parcel 10.-1-13.2, the 63 m wide Genesee County IDA strip that is the STAMP Drive road right-of-way running east from Crosby Road; it is empty road corridor/field about 495 m east of Crosby Road, ~1.03 km SE of the ",2026-09-19T00:00:00Z
site-dcb5e135f7,geo_precision,exact,43.0859,-78.3975,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two North Campus data halls (Buildings 1 and 2 of 3) on the west side of Crosby Road, immediately south of the STAMP Substation Access Road; the third hall (South Campus, former Plug Power site, 6840 Crosby Rd) is 1.16 km south at approx. 43.0823, -78.4073. Was: The current dot (43.0859, -78.3975) sits at the east end of parcel 10.-1-13.2, the 63 m wide Genesee County IDA strip that is the STAMP Drive road right-of-way running east from Crosby Road; it is empty road corridor/field about 495 m east of Crosby Road, ~1.03 km SE of the ",2026-09-19T00:00:00Z
site-dcb5e135f7,address,"6695-6501 Crosby Rd (North Campus) and 6840 Crosby Rd (South Campus), Alabama, NY 14013",43.0859,-78.3975,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two North Campus data halls (Buildings 1 and 2 of 3) on the west side of Crosby Road, immediately south of the STAMP Substation Access Road; the third hall (South Campus, former Plug Power site, 6840 Crosby Rd) is 1.16 km south at approx. 43.0823, -78.4073. Was: The current dot (43.0859, -78.3975) sits at the east end of parcel 10.-1-13.2, the 63 m wide Genesee County IDA strip that is the STAMP Drive road right-of-way running east from Crosby Road; it is empty road corridor/field about 495 m east of Crosby Road, ~1.03 km SE of the ",2026-09-19T00:00:00Z
site-dcb5e135f7,city,"Alabama (Town of), Genesee County, NY",43.0859,-78.3975,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two North Campus data halls (Buildings 1 and 2 of 3) on the west side of Crosby Road, immediately south of the STAMP Substation Access Road; the third hall (South Campus, former Plug Power site, 6840 Crosby Rd) is 1.16 km south at approx. 43.0823, -78.4073. Was: The current dot (43.0859, -78.3975) sits at the east end of parcel 10.-1-13.2, the 63 m wide Genesee County IDA strip that is the STAMP Drive road right-of-way running east from Crosby Road; it is empty road corridor/field about 495 m east of Crosby Road, ~1.03 km SE of the ",2026-09-19T00:00:00Z
site-1a531a56cb,lat,33.707892,33.664742,-93.600378,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the prefab telecom equipment hut (white shelter ~5 x 9 m on a ~17 x 17 m fenced pad) on the University of Arkansas Southwest Research & Extension Center campus, just south of the campus internal road and ~190 m west of AR 174 — see http://localhost:8787/maps/@33.7078920,-93.5586290,300m. Was: The current dot (33.664742, -93.600378) lands on the Shell fuel station / convenience store lot at 901 W 3rd St (US 67) and S Fulton St in downtown Hope, parcel 700-04405-001 (owner ARLINGTON LAKESIDE GRO & GRILL, 0.35 ac) — a generic town-centre g",2026-09-19T00:00:00Z
site-1a531a56cb,lon,-93.558629,33.664742,-93.600378,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the prefab telecom equipment hut (white shelter ~5 x 9 m on a ~17 x 17 m fenced pad) on the University of Arkansas Southwest Research & Extension Center campus, just south of the campus internal road and ~190 m west of AR 174 — see http://localhost:8787/maps/@33.7078920,-93.5586290,300m. Was: The current dot (33.664742, -93.600378) lands on the Shell fuel station / convenience store lot at 901 W 3rd St (US 67) and S Fulton St in downtown Hope, parcel 700-04405-001 (owner ARLINGTON LAKESIDE GRO & GRILL, 0.35 ac) — a generic town-centre g",2026-09-19T00:00:00Z
site-1a531a56cb,geo_precision,exact,33.664742,-93.600378,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the prefab telecom equipment hut (white shelter ~5 x 9 m on a ~17 x 17 m fenced pad) on the University of Arkansas Southwest Research & Extension Center campus, just south of the campus internal road and ~190 m west of AR 174 — see http://localhost:8787/maps/@33.7078920,-93.5586290,300m. Was: The current dot (33.664742, -93.600378) lands on the Shell fuel station / convenience store lot at 901 W 3rd St (US 67) and S Fulton St in downtown Hope, parcel 700-04405-001 (owner ARLINGTON LAKESIDE GRO & GRILL, 0.35 ac) — a generic town-centre g",2026-09-19T00:00:00Z
site-1a531a56cb,address,"358 Hwy 174 N, Hope, AR 71801 (PeeringDB); host campus is Southwest Research & Extension Center, 362 Highway 174 North, Hope, AR 71801",33.664742,-93.600378,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the prefab telecom equipment hut (white shelter ~5 x 9 m on a ~17 x 17 m fenced pad) on the University of Arkansas Southwest Research & Extension Center campus, just south of the campus internal road and ~190 m west of AR 174 — see http://localhost:8787/maps/@33.7078920,-93.5586290,300m. Was: The current dot (33.664742, -93.600378) lands on the Shell fuel station / convenience store lot at 901 W 3rd St (US 67) and S Fulton St in downtown Hope, parcel 700-04405-001 (owner ARLINGTON LAKESIDE GRO & GRILL, 0.35 ac) — a generic town-centre g",2026-09-19T00:00:00Z
site-1a531a56cb,city,Hope,33.664742,-93.600378,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the prefab telecom equipment hut (white shelter ~5 x 9 m on a ~17 x 17 m fenced pad) on the University of Arkansas Southwest Research & Extension Center campus, just south of the campus internal road and ~190 m west of AR 174 — see http://localhost:8787/maps/@33.7078920,-93.5586290,300m. Was: The current dot (33.664742, -93.600378) lands on the Shell fuel station / convenience store lot at 901 W 3rd St (US 67) and S Fulton St in downtown Hope, parcel 700-04405-001 (owner ARLINGTON LAKESIDE GRO & GRILL, 0.35 ac) — a generic town-centre g",2026-09-19T00:00:00Z
site-42079cf9d6,lat,39.182565,39.182544,-85.897349,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-centre building on Lot 3, Technology Park 3rd Replat (the 2425 Technology Blvd parcel); the OSM building footprint (way 567894040, ~3,880 m2) lies wholly inside the parcel. Was: The current dot (39.182544, -85.897349, PeeringDB's geocode of the street address) lands on the neighbouring vacant parcel 03-96-31-000-000.300-005 (Lot 2A, Technology Park 3rd Replat, 'Vacant Land', 13.53 ac, owner May Real Estate LLC), about 18 m west of the 2425 Technology Blvd lot line, 24 m from the building's west wall and 47 m WSW of the building",2026-09-19T00:00:00Z
site-42079cf9d6,lon,-85.896807,39.182544,-85.897349,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-centre building on Lot 3, Technology Park 3rd Replat (the 2425 Technology Blvd parcel); the OSM building footprint (way 567894040, ~3,880 m2) lies wholly inside the parcel. Was: The current dot (39.182544, -85.897349, PeeringDB's geocode of the street address) lands on the neighbouring vacant parcel 03-96-31-000-000.300-005 (Lot 2A, Technology Park 3rd Replat, 'Vacant Land', 13.53 ac, owner May Real Estate LLC), about 18 m west of the 2425 Technology Blvd lot line, 24 m from the building's west wall and 47 m WSW of the building",2026-09-19T00:00:00Z
site-42079cf9d6,geo_precision,exact,39.182544,-85.897349,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-centre building on Lot 3, Technology Park 3rd Replat (the 2425 Technology Blvd parcel); the OSM building footprint (way 567894040, ~3,880 m2) lies wholly inside the parcel. Was: The current dot (39.182544, -85.897349, PeeringDB's geocode of the street address) lands on the neighbouring vacant parcel 03-96-31-000-000.300-005 (Lot 2A, Technology Park 3rd Replat, 'Vacant Land', 13.53 ac, owner May Real Estate LLC), about 18 m west of the 2425 Technology Blvd lot line, 24 m from the building's west wall and 47 m WSW of the building",2026-09-19T00:00:00Z
site-42079cf9d6,address,"2425 Technology Blvd, Columbus, IN 47201",39.182544,-85.897349,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-centre building on Lot 3, Technology Park 3rd Replat (the 2425 Technology Blvd parcel); the OSM building footprint (way 567894040, ~3,880 m2) lies wholly inside the parcel. Was: The current dot (39.182544, -85.897349, PeeringDB's geocode of the street address) lands on the neighbouring vacant parcel 03-96-31-000-000.300-005 (Lot 2A, Technology Park 3rd Replat, 'Vacant Land', 13.53 ac, owner May Real Estate LLC), about 18 m west of the 2425 Technology Blvd lot line, 24 m from the building's west wall and 47 m WSW of the building",2026-09-19T00:00:00Z
